time;V(Net-_R7-Pad2_);V(Net-_U1-+_);
0.0170616;0.0170676;-0.0177825;
0.0170716;0.0191047;-0.0176728;
0.0170816;0.0210827;-0.0175667;
0.0170916;0.0229939;-0.0174646;
0.0171016;0.0248306;-0.0173671;
0.0171116;0.0265857;-0.0172747;
0.0171216;0.0282522;-0.017188;
0.0171316;0.0298235;-0.0171073;
0.0171416;0.0312935;-0.0170331;
0.0171516;0.0326563;-0.0169658;
0.0171616;0.0339065;-0.0169057;
0.0171716;0.0350393;-0.0168533;
0.0171816;0.0360501;-0.0168088;
0.0171916;0.036935;-0.0167725;
0.0172016;0.0376904;-0.0167446;
0.0172116;0.0383135;-0.0167254;
0.0172216;0.0388016;-0.0167149;
0.0172316;0.039153;-0.0167134;
0.0172416;0.0393662;-0.016721;
0.0172516;0.0394404;-0.0167376;
0.0172616;0.0393752;-0.0167632;
0.0172716;0.039171;-0.016798;
0.0172816;0.0388285;-0.0168417;
0.0172916;0.0383492;-0.0168944;
0.0173016;0.0377348;-0.0169557;
0.0173116;0.0369878;-0.0170257;
0.0173216;0.0361112;-0.017104;
0.0173316;0.0351084;-0.0171904;
0.0173416;0.0339834;-0.0172846;
0.0173516;0.0327406;-0.0173863;
0.0173616;0.0313849;-0.0174951;
0.0173716;0.0299217;-0.0176107;
0.0173816;0.0283568;-0.0177326;
0.0173916;0.0266962;-0.0178604;
0.0174016;0.0249467;-0.0179936;
0.0174116;0.023115;-0.0181318;
0.0174216;0.0212084;-0.0182744;
0.0174316;0.0192345;-0.0184208;
0.0174416;0.017201;-0.0185706;
0.0174516;0.015116;-0.0187231;
0.0174616;0.0129876;-0.0188778;
0.0174716;0.0108243;-0.0190341;
0.0174816;0.00863465;-0.0191913;
0.0174916;0.00642723;-0.0193488;
0.0175016;0.00421079;-0.0195061;
0.0175116;0.00199406;-0.0196625;
0.0175216;-0.00021421;-0.0198174;
0.0175316;-0.00240529;-0.0199701;
0.0175416;-0.00457055;-0.0201202;
0.0175516;-0.00670144;-0.0202668;
0.0175616;-0.00878954;-0.0204096;
0.0175716;-0.0108266;-0.0205478;
0.0175816;-0.0128046;-0.020681;
0.0175916;-0.0147158;-0.0208085;
0.0176016;-0.0165525;-0.0209298;
0.0176116;-0.0183076;-0.0210445;
0.0176216;-0.0199741;-0.0211521;
0.0176316;-0.0215454;-0.021252;
0.0176416;-0.0230154;-0.0213439;
0.0176516;-0.0243782;-0.0214273;
0.0176616;-0.0256284;-0.0215019;
0.0176716;-0.0267612;-0.0215673;
0.0176816;-0.027772;-0.0216232;
0.0176916;-0.0286569;-0.0216694;
0.0177016;-0.0294124;-0.0217056;
0.0177116;-0.0300354;-0.0217316;
0.0177216;-0.0305236;-0.0217473;
0.0177316;-0.0308749;-0.0217524;
0.0177416;-0.0310881;-0.021747;
0.0177516;-0.0311623;-0.0217309;
0.0177616;-0.0310971;-0.0217042;
0.0177716;-0.0308929;-0.0216669;
0.0177816;-0.0305504;-0.021619;
0.0177916;-0.0300711;-0.0215606;
0.0178016;-0.0294567;-0.021492;
0.0178116;-0.0287097;-0.0214132;
0.0178216;-0.0278331;-0.0213245;
0.0178316;-0.0268303;-0.0212262;
0.0178416;-0.0257053;-0.0211185;
0.0178516;-0.0244625;-0.0210017;
0.0178616;-0.0231068;-0.0208763;
0.0178716;-0.0216436;-0.0207425;
0.0178816;-0.0200787;-0.0206009;
0.0178916;-0.0184181;-0.0204518;
0.0179016;-0.0166686;-0.0202957;
0.0179116;-0.0148369;-0.0201331;
0.0179216;-0.0129303;-0.0199646;
0.0179316;-0.0109564;-0.0197907;
0.0179416;-0.00892291;-0.0196119;
0.0179516;-0.00683786;-0.0194288;
0.0179616;-0.00470948;-0.0192419;
0.0179716;-0.00254619;-0.019052;
0.0179816;-0.000356511;-0.0188596;
0.0179916;0.00185091;-0.0186652;
0.0180016;0.00406736;-0.0184696;
0.0180116;0.0062841;-0.0182734;
0.0180216;0.00849237;-0.0180771;
0.0180316;0.0106835;-0.0178814;
0.0180416;0.0128487;-0.017687;
0.0180516;0.0149796;-0.0174943;
0.0180616;0.0170677;-0.017304;
0.0180716;0.0191048;-0.0171167;
0.0180816;0.0210828;-0.016933;
0.0180916;0.022994;-0.0167533;
0.0181016;0.0248307;-0.0165783;
0.0181116;0.0265858;-0.0164085;
0.0181216;0.0282523;-0.0162443;
0.0181316;0.0298236;-0.0160862;
0.0181416;0.0312936;-0.0159346;
0.0181516;0.0326564;-0.0157899;
0.0181616;0.0339066;-0.0156526;
0.0181716;0.0350394;-0.0155229;
0.0181816;0.0360502;-0.0154013;
0.0181916;0.0369351;-0.0152878;
0.0182016;0.0376906;-0.0151829;
0.0182116;0.0383136;-0.0150866;
0.0182216;0.0388018;-0.0149992;
0.0182316;0.0391532;-0.0149209;
0.0182416;0.0393664;-0.0148516;
0.0182516;0.0394405;-0.0147914;
0.0182616;0.0393754;-0.0147405;
0.0182716;0.0391712;-0.0146986;
0.0182816;0.0388287;-0.0146659;
0.0182916;0.0383493;-0.0146421;
0.0183016;0.037735;-0.0146272;
0.0183116;0.036988;-0.0146209;
0.0183216;0.0361114;-0.014623;
0.0183316;0.0351086;-0.0146334;
0.0183416;0.0339836;-0.0146517;
0.0183516;0.0327408;-0.0146775;
0.0183616;0.0313851;-0.0147106;
0.0183716;0.0299219;-0.0147506;
0.0183816;0.028357;-0.014797;
0.0183916;0.0266965;-0.0148495;
0.0184016;0.0249469;-0.0149074;
0.0184116;0.0231153;-0.0149704;
0.0184216;0.0212087;-0.015038;
0.0184316;0.0192348;-0.0151096;
0.0184416;0.0172013;-0.0151846;
0.0184516;0.0151162;-0.0152625;
0.0184616;0.0129879;-0.0153427;
0.0184716;0.0108246;-0.0154246;
0.0184816;0.00863492;-0.0155076;
0.0184916;0.00642751;-0.015591;
0.0185016;0.00421107;-0.0156744;
0.0185116;0.00199434;-0.0157571;
0.0185216;-0.000213921;-0.0158383;
0.0185316;-0.002405;-0.0159176;
0.0185416;-0.00457026;-0.0159944;
0.0185516;-0.00670114;-0.0160679;
0.0185616;-0.00878924;-0.0161377;
0.0185716;-0.0108263;-0.0162031;
0.0185816;-0.0128043;-0.0162637;
0.0185916;-0.0147155;-0.0163187;
0.0186016;-0.0165522;-0.0163678;
0.0186116;-0.0183073;-0.0164104;
0.0186216;-0.0199738;-0.016446;
0.0186316;-0.0215451;-0.0164742;
0.0186416;-0.023015;-0.0164946;
0.0186516;-0.0243778;-0.0165067;
0.0186616;-0.0256281;-0.0165101;
0.0186716;-0.0267608;-0.0165046;
0.0186816;-0.0277717;-0.0164898;
0.0186916;-0.0286565;-0.0164654;
0.0187016;-0.029412;-0.0164313;
0.0187116;-0.030035;-0.0163871;
0.0187216;-0.0305232;-0.0163329;
0.0187316;-0.0308746;-0.0162683;
0.0187416;-0.0310877;-0.0161934;
0.0187516;-0.0311619;-0.016108;
0.0187616;-0.0310967;-0.0160122;
0.0187716;-0.0308925;-0.0159061;
0.0187816;-0.03055;-0.0157896;
0.0187916;-0.0300707;-0.0156629;
0.0188016;-0.0294563;-0.0155261;
0.0188116;-0.0287093;-0.0153794;
0.0188216;-0.0278327;-0.0152231;
0.0188316;-0.0268299;-0.0150573;
0.0188416;-0.0257049;-0.0148824;
0.0188516;-0.0244621;-0.0146987;
0.0188616;-0.0231064;-0.0145066;
0.0188716;-0.0216432;-0.0143064;
0.0188816;-0.0200782;-0.0140986;
0.0188916;-0.0184177;-0.0138836;
0.0189016;-0.0166681;-0.0136618;
0.0189116;-0.0148365;-0.0134339;
0.0189216;-0.0129299;-0.0132002;
0.0189316;-0.010956;-0.0129614;
0.0189416;-0.00892246;-0.012718;
0.0189516;-0.00683741;-0.0124706;
0.0189616;-0.00470903;-0.0122197;
0.0189716;-0.00254573;-0.011966;
0.0189816;-0.000356051;-0.0117101;
0.0189916;0.00185137;-0.0114525;
0.0190016;0.00406783;-0.011194;
0.0190116;0.00628457;-0.0109351;
0.0190216;0.00849284;-0.0106765;
0.0190316;0.0106839;-0.0104187;
0.0190416;0.0128492;-0.0101625;
0.0190516;0.0149801;-0.00990834;
0.0190616;0.0170682;-0.0096569;
0.0190716;0.0191053;-0.00940875;
0.0190816;0.0210833;-0.00916445;
0.0190916;0.0229945;-0.00892456;
0.0191016;0.0248312;-0.00868962;
0.0191116;0.0265863;-0.00846013;
0.0191216;0.0282528;-0.0082366;
0.0191316;0.0298241;-0.00801947;
0.0191416;0.0312941;-0.0078092;
0.0191516;0.0326569;-0.00760619;
0.0191616;0.0339072;-0.00741082;
0.0191716;0.0350399;-0.00722344;
0.0191816;0.0360508;-0.00704436;
0.0191916;0.0369357;-0.00687386;
0.0192016;0.0376911;-0.00671219;
0.0192116;0.0383142;-0.00655955;
0.0192216;0.0388023;-0.00641611;
0.0192316;0.0391537;-0.00628202;
0.0192416;0.0393669;-0.00615736;
0.0192516;0.0394411;-0.00604219;
0.0192616;0.0393759;-0.00593653;
0.0192716;0.0391717;-0.00584035;
0.0192816;0.0388293;-0.00575361;
0.0192916;0.0383499;-0.00567619;
0.0193016;0.0377355;-0.00560796;
0.0193116;0.0369886;-0.00554874;
0.0193216;0.0361119;-0.00549833;
0.0193316;0.0351092;-0.00545648;
0.0193416;0.0339842;-0.00542291;
0.0193516;0.0327414;-0.00539729;
0.0193616;0.0313857;-0.00537928;
0.0193716;0.0299225;-0.0053685;
0.0193816;0.0283576;-0.00536454;
0.0193916;0.026697;-0.00536696;
0.0194016;0.0249475;-0.0053753;
0.0194116;0.0231158;-0.00538906;
0.0194216;0.0212093;-0.00540774;
0.0194316;0.0192354;-0.0054308;
0.0194416;0.0172019;-0.0054577;
0.0194516;0.0151168;-0.00548786;
0.0194616;0.0129885;-0.00552071;
0.0194716;0.0108252;-0.00555565;
0.0194816;0.00863553;-0.00559209;
0.0194916;0.00642812;-0.0056294;
0.0195016;0.00421168;-0.00566699;
0.0195116;0.00199495;-0.00570424;
0.0195216;-0.000213306;-0.00574052;
0.0195316;-0.00240438;-0.00577523;
0.0195416;-0.00456964;-0.00580777;
0.0195516;-0.00670052;-0.00583753;
0.0195616;-0.00878861;-0.00586393;
0.0195716;-0.0108257;-0.00588639;
0.0195816;-0.0128037;-0.00590434;
0.0195916;-0.0147148;-0.00591725;
0.0196016;-0.0165516;-0.00592458;
0.0196116;-0.0183066;-0.00592584;
0.0196216;-0.0199731;-0.00592054;
0.0196316;-0.0215444;-0.00590823;
0.0196416;-0.0230144;-0.00588848;
0.0196516;-0.0243772;-0.00586088;
0.0196616;-0.0256274;-0.00582507;
0.0196716;-0.0267602;-0.00578071;
0.0196816;-0.027771;-0.00572749;
0.0196916;-0.0286559;-0.00566515;
0.0197016;-0.0294113;-0.00559345;
0.0197116;-0.0300344;-0.00551218;
0.0197216;-0.0305225;-0.00542119;
0.0197316;-0.0308739;-0.00532035;
0.0197416;-0.0310871;-0.00520958;
0.0197516;-0.0311612;-0.00508883;
0.0197616;-0.0310961;-0.00495809;
0.0197716;-0.0308919;-0.00481739;
0.0197816;-0.0305494;-0.00466681;
0.0197916;-0.03007;-0.00450644;
0.0198016;-0.0294556;-0.00433644;
0.0198116;-0.0287086;-0.00415699;
0.0198216;-0.027832;-0.00396831;
0.0198316;-0.0268292;-0.00377066;
0.0198416;-0.0257042;-0.00356433;
0.0198516;-0.0244614;-0.00334965;
0.0198616;-0.0231057;-0.00312697;
0.0198716;-0.0216425;-0.00289668;
0.0198816;-0.0200775;-0.00265921;
0.0198916;-0.018417;-0.002415;
0.0199016;-0.0166675;-0.00216452;
0.0199116;-0.0148358;-0.00190828;
0.0199216;-0.0129292;-0.00164679;
0.0199316;-0.0109553;-0.0013806;
0.0199416;-0.00892177;-0.00111027;
0.0199516;-0.00683672;-0.000836371;
0.0199616;-0.00470834;-0.000559495;
0.0199716;-0.00254504;-0.000280244;
0.0199816;-0.000355361;7.6964e-07;
0.0199916;0.00185206;0.000282929;
0.02;0.00370676;0.000519487;
