time;V(Net-_R2-Pad1_);V(Net-_U1-+_);
0.00676898;-7.8903;-0.19858;
0.00676998;-7.88673;-0.198426;
0.00677098;-7.88285;-0.198265;
0.00677198;-7.87865;-0.198096;
0.00677298;-7.87413;-0.197919;
0.00677398;-7.8693;-0.197734;
0.00677498;-7.86416;-0.197542;
0.00677598;-7.8587;-0.197341;
0.00677698;-7.85293;-0.197133;
0.00677798;-7.84685;-0.196917;
0.00677898;-7.84045;-0.196694;
0.00677998;-7.83374;-0.196462;
0.00678098;-7.82672;-0.196223;
0.00678198;-7.81939;-0.195976;
0.00678298;-7.81174;-0.195721;
0.00678398;-7.80379;-0.195459;
0.00678498;-7.79552;-0.195189;
0.00678598;-7.78694;-0.194911;
0.00678698;-7.77805;-0.194626;
0.00678798;-7.76885;-0.194332;
0.00678898;-7.75933;-0.194031;
0.00678998;-7.74951;-0.193723;
0.00679098;-7.73938;-0.193407;
0.00679198;-7.72894;-0.193083;
0.00679298;-7.7182;-0.192751;
0.00679398;-7.70714;-0.192412;
0.00679498;-7.69578;-0.192066;
0.00679598;-7.68411;-0.191712;
0.00679698;-7.67213;-0.19135;
0.00679798;-7.65985;-0.19098;
0.00679898;-7.64726;-0.190604;
0.00679998;-7.63436;-0.190219;
0.00680098;-7.62116;-0.189827;
0.00680198;-7.60766;-0.189428;
0.00680298;-7.59385;-0.189021;
0.00680398;-7.57974;-0.188607;
0.00680498;-7.56532;-0.188185;
0.00680598;-7.55061;-0.187755;
0.00680698;-7.53559;-0.187319;
0.00680798;-7.52027;-0.186875;
0.00680898;-7.50465;-0.186423;
0.00680998;-7.48873;-0.185965;
0.00681098;-7.47251;-0.185498;
0.00681198;-7.45599;-0.185025;
0.00681298;-7.43918;-0.184544;
0.00681398;-7.42206;-0.184056;
0.00681498;-7.40466;-0.183561;
0.00681598;-7.38695;-0.183058;
0.00681698;-7.36895;-0.182549;
0.00681798;-7.35065;-0.182032;
0.00681898;-7.33207;-0.181508;
0.00681998;-7.31318;-0.180976;
0.00682098;-7.29401;-0.180438;
0.00682198;-7.27454;-0.179892;
0.00682298;-7.25479;-0.179339;
0.00682398;-7.23474;-0.17878;
0.00682498;-7.2144;-0.178213;
0.00682598;-7.19378;-0.177639;
0.00682698;-7.17287;-0.177058;
0.00682798;-7.15167;-0.17647;
0.00682898;-7.13018;-0.175875;
0.00682998;-7.10841;-0.175274;
0.00683098;-7.08636;-0.174665;
0.00683198;-7.06402;-0.174049;
0.00683298;-7.0414;-0.173427;
0.00683398;-7.0185;-0.172797;
0.00683498;-6.99531;-0.172161;
0.00683598;-6.97185;-0.171518;
0.00683698;-6.94811;-0.170869;
0.00683798;-6.92409;-0.170212;
0.00683898;-6.89979;-0.169549;
0.00683998;-6.87522;-0.168879;
0.00684098;-6.85037;-0.168203;
0.00684198;-6.82525;-0.167519;
0.00684298;-6.79985;-0.16683;
0.00684398;-6.77418;-0.166133;
0.00684498;-6.74824;-0.16543;
0.00684598;-6.72204;-0.164721;
0.00684698;-6.69556;-0.164005;
0.00684798;-6.66881;-0.163282;
0.00684898;-6.6418;-0.162554;
0.00684998;-6.61452;-0.161818;
0.00685098;-6.58698;-0.161077;
0.00685198;-6.55917;-0.160329;
0.00685298;-6.5311;-0.159574;
0.00685398;-6.50277;-0.158813;
0.00685498;-6.47417;-0.158047;
0.00685598;-6.44532;-0.157273;
0.00685698;-6.41621;-0.156494;
0.00685798;-6.38685;-0.155708;
0.00685898;-6.35722;-0.154917;
0.00685998;-6.32735;-0.154119;
0.00686098;-6.29722;-0.153315;
0.00686198;-6.26683;-0.152505;
0.00686298;-6.2362;-0.151689;
0.00686398;-6.20532;-0.150867;
0.00686498;-6.17418;-0.150039;
0.00686598;-6.1428;-0.149205;
0.00686698;-6.11118;-0.148365;
0.00686798;-6.07931;-0.14752;
0.00686898;-6.04719;-0.146668;
0.00686998;-6.01484;-0.145811;
0.00687098;-5.98224;-0.144948;
0.00687198;-5.9494;-0.144079;
0.00687298;-5.91633;-0.143205;
0.00687398;-5.88301;-0.142325;
0.00687498;-5.84947;-0.141439;
0.00687598;-5.81568;-0.140548;
0.00687698;-5.78167;-0.139651;
0.00687798;-5.74742;-0.138749;
0.00687898;-5.71294;-0.137841;
0.00687998;-5.67823;-0.136928;
0.00688098;-5.6433;-0.136009;
0.00688198;-5.60814;-0.135085;
0.00688298;-5.57275;-0.134156;
0.00688398;-5.53714;-0.133221;
0.00688498;-5.50131;-0.132281;
0.00688598;-5.46526;-0.131336;
0.00688698;-5.42898;-0.130386;
0.00688798;-5.39249;-0.12943;
0.00688898;-5.35579;-0.12847;
0.00688998;-5.31887;-0.127504;
0.00689098;-5.28173;-0.126534;
0.00689198;-5.24439;-0.125558;
0.00689298;-5.20683;-0.124577;
0.00689398;-5.16907;-0.123592;
0.00689498;-5.13109;-0.122601;
0.00689598;-5.09292;-0.121606;
0.00689698;-5.05453;-0.120606;
0.00689798;-5.01595;-0.119601;
0.00689898;-4.97716;-0.118592;
0.00689998;-4.93817;-0.117578;
0.00690098;-4.89899;-0.116559;
0.00690198;-4.85961;-0.115535;
0.00690298;-4.82003;-0.114507;
0.00690398;-4.78026;-0.113475;
0.00690498;-4.7403;-0.112438;
0.00690598;-4.70014;-0.111396;
0.00690698;-4.6598;-0.11035;
0.00690798;-4.61927;-0.1093;
0.00690898;-4.57856;-0.108246;
0.00690998;-4.53766;-0.107187;
0.00691098;-4.49658;-0.106124;
0.00691198;-4.45532;-0.105056;
0.00691298;-4.41388;-0.103985;
0.00691398;-4.37226;-0.10291;
0.00691498;-4.33047;-0.10183;
0.00691598;-4.2885;-0.100746;
0.00691698;-4.24637;-0.0996589;
0.00691798;-4.20406;-0.0985675;
0.00691898;-4.16158;-0.0974721;
0.00691998;-4.11893;-0.0963729;
0.00692098;-4.07612;-0.0952699;
0.00692198;-4.03314;-0.0941631;
0.00692298;-3.99001;-0.0930526;
0.00692398;-3.94671;-0.0919384;
0.00692498;-3.90325;-0.0908206;
0.00692598;-3.85964;-0.0896992;
0.00692698;-3.81587;-0.0885743;
0.00692798;-3.77194;-0.0874459;
0.00692898;-3.72787;-0.086314;
0.00692998;-3.68364;-0.0851787;
0.00693098;-3.63927;-0.0840401;
0.00693198;-3.59475;-0.0828981;
0.00693298;-3.55009;-0.0817529;
0.00693398;-3.50528;-0.0806044;
0.00693498;-3.46033;-0.0794528;
0.00693598;-3.41524;-0.078298;
0.00693698;-3.37002;-0.0771401;
0.00693798;-3.32466;-0.0759792;
0.00693898;-3.27916;-0.0748153;
0.00693998;-3.23353;-0.0736484;
0.00694098;-3.18778;-0.0724786;
0.00694198;-3.14189;-0.071306;
0.00694298;-3.09588;-0.0701305;
0.00694398;-3.04974;-0.0689523;
0.00694498;-3.00348;-0.0677714;
0.00694598;-2.9571;-0.0665878;
0.00694698;-2.91059;-0.0654015;
0.00694798;-2.86397;-0.0642127;
0.00694898;-2.81724;-0.0630213;
0.00694998;-2.77039;-0.0618274;
0.00695098;-2.72343;-0.0606312;
0.00695198;-2.67636;-0.0594325;
0.00695298;-2.62918;-0.0582314;
0.00695398;-2.58189;-0.0570281;
0.00695498;-2.5345;-0.0558225;
0.00695598;-2.48701;-0.0546147;
0.00695698;-2.43942;-0.0534048;
0.00695798;-2.39172;-0.0521927;
0.00695898;-2.34394;-0.0509786;
0.00695998;-2.29605;-0.0497625;
0.00696098;-2.24807;-0.0485444;
0.00696198;-2.2;-0.0473244;
0.00696298;-2.15184;-0.0461025;
0.00696398;-2.1036;-0.0448788;
0.00696498;-2.05527;-0.0436533;
0.00696598;-2.00685;-0.0424261;
0.00696698;-1.95835;-0.0411973;
0.00696798;-1.90978;-0.0399668;
0.00696898;-1.86112;-0.0387347;
0.00696998;-1.81239;-0.0375011;
0.00697098;-1.76359;-0.036266;
0.00697198;-1.71471;-0.0350295;
0.00697298;-1.66576;-0.0337916;
0.00697398;-1.61674;-0.0325524;
0.00697498;-1.56766;-0.0313119;
0.00697598;-1.51851;-0.0300701;
0.00697698;-1.4693;-0.0288272;
0.00697798;-1.42003;-0.0275831;
0.00697898;-1.3707;-0.0263379;
0.00697998;-1.32132;-0.0250917;
0.00698098;-1.27188;-0.0238445;
0.00698198;-1.22238;-0.0225964;
0.00698298;-1.17284;-0.0213474;
0.00698398;-1.12324;-0.0200975;
0.00698498;-1.0736;-0.0188468;
0.00698598;-1.02392;-0.0175954;
0.00698698;-0.974186;-0.0163433;
0.00698798;-0.924415;-0.0150906;
0.00698898;-0.874605;-0.0138372;
0.00698998;-0.824757;-0.0125833;
0.00699098;-0.774874;-0.011329;
0.00699198;-0.724957;-0.0100741;
0.00699298;-0.675008;-0.00881889;
0.00699398;-0.62503;-0.00756331;
0.00699498;-0.575024;-0.00630743;
0.00699598;-0.524993;-0.0050513;
0.00699698;-0.474937;-0.00379497;
0.00699798;-0.42486;-0.0025385;
0.00699898;-0.374763;-0.00128192;
0.00699998;-0.324648;-2.52893e-05;
0.00700098;-0.274516;0.00123134;
0.00700198;-0.224371;0.00248792;
0.00700298;-0.174214;0.0037444;
0.00700398;-0.124047;0.00500074;
0.00700498;-0.0738712;0.00625687;
0.00700598;-0.0236895;0.00751277;
0.00700698;0.0264964;0.00876836;
0.00700798;0.0766846;0.0100236;
0.00700898;0.126873;0.0112785;
0.00700998;0.17706;0.0125329;
0.00701098;0.227243;0.0137868;
0.00701198;0.27742;0.0150401;
0.00701298;0.32759;0.0162929;
0.00701398;0.37775;0.017545;
0.00701498;0.427899;0.0187965;
0.00701598;0.478034;0.0200472;
0.00701698;0.528154;0.0212971;
0.00701798;0.578256;0.0225461;
0.00701898;0.628338;0.0237943;
0.00701998;0.678399;0.0250416;
0.00702098;0.728437;0.0262878;
0.00702198;0.778449;0.027533;
0.00702298;0.828433;0.0287771;
0.00702398;0.878388;0.0300201;
0.00702498;0.928312;0.0312619;
0.00702598;0.978202;0.0325025;
0.00702698;1.02806;0.0337418;
0.00702798;1.07787;0.0349797;
0.00702898;1.12765;0.0362163;
0.00702998;1.17739;0.0374514;
0.00703098;1.22708;0.0386851;
0.00703198;1.27673;0.0399172;
0.00703298;1.32633;0.0411478;
0.00703398;1.37588;0.0423767;
0.00703498;1.42538;0.043604;
0.00703598;1.47483;0.0448295;
0.00703698;1.52422;0.0460533;
0.00703798;1.57355;0.0472752;
0.00703898;1.62283;0.0484953;
0.00703998;1.67204;0.0497135;
0.00704098;1.72119;0.0509297;
0.00704198;1.77028;0.0521439;
0.00704298;1.81929;0.053356;
0.00704398;1.86824;0.0545661;
0.00704498;1.91712;0.0557739;
0.00704598;1.96593;0.0569796;
0.00704698;2.01466;0.058183;
0.00704798;2.06331;0.0593842;
0.00704898;2.11188;0.060583;
0.00704998;2.16038;0.0617793;
0.00705098;2.20879;0.0629733;
0.00705198;2.25712;0.0641648;
0.00705298;2.30536;0.0653537;
0.00705398;2.35351;0.0665401;
0.00705498;2.40157;0.0677238;
0.00705598;2.44954;0.0689048;
0.00705698;2.49741;0.0700832;
0.00705798;2.54519;0.0712587;
0.00705898;2.59287;0.0724315;
0.00705998;2.64046;0.0736014;
0.00706098;2.68794;0.0747684;
0.00706198;2.73531;0.0759324;
0.00706298;2.78258;0.0770935;
0.00706398;2.82975;0.0782515;
0.00706498;2.8768;0.0794064;
0.00706598;2.92374;0.0805581;
0.00706698;2.97057;0.0817067;
0.00706798;3.01729;0.0828521;
0.00706898;3.06389;0.0839942;
0.00706998;3.11037;0.085133;
0.00707098;3.15673;0.0862684;
0.00707198;3.20297;0.0874004;
0.00707298;3.24908;0.088529;
0.00707398;3.29507;0.089654;
0.00707498;3.34093;0.0907756;
0.00707598;3.38666;0.0918935;
0.00707698;3.43226;0.0930078;
0.00707798;3.47773;0.0941185;
0.00707898;3.52307;0.0952254;
0.00707998;3.56826;0.0963286;
0.00708098;3.61332;0.0974279;
0.00708198;3.65824;0.0985235;
0.00708298;3.70301;0.0996151;
0.00708398;3.74765;0.100703;
0.00708498;3.79214;0.101787;
0.00708598;3.83648;0.102866;
0.00708698;3.88067;0.103942;
0.00708798;3.92471;0.105013;
0.00708898;3.9686;0.106081;
0.00708998;4.01233;0.107144;
0.00709098;4.05591;0.108203;
0.00709198;4.09933;0.109258;
0.00709298;4.1426;0.110308;
0.00709398;4.1857;0.111354;
0.00709498;4.22864;0.112396;
0.00709598;4.27141;0.113433;
0.00709698;4.31402;0.114466;
0.00709798;4.35646;0.115494;
0.00709898;4.39874;0.116518;
0.00709998;4.44084;0.117537;
0.00710098;4.48277;0.118551;
0.00710198;4.52452;0.119561;
0.00710298;4.5661;0.120566;
0.00710398;4.6075;0.121566;
0.00710498;4.64873;0.122561;
0.00710598;4.68977;0.123552;
0.00710698;4.73063;0.124538;
0.00710798;4.77131;0.125519;
0.00710898;4.8118;0.126494;
0.00710998;4.8521;0.127465;
0.00711098;4.89222;0.128431;
0.00711198;4.93214;0.129392;
0.00711298;4.97187;0.130348;
0.00711398;5.01141;0.131298;
0.00711498;5.05076;0.132243;
0.00711598;5.08991;0.133184;
0.00711698;5.12886;0.134118;
0.00711798;5.16761;0.135048;
0.00711898;5.20616;0.135972;
0.00711998;5.24451;0.136891;
0.00712098;5.28265;0.137804;
0.00712198;5.32059;0.138712;
0.00712298;5.35832;0.139615;
0.00712398;5.39585;0.140512;
0.00712498;5.43316;0.141403;
0.00712598;5.47026;0.142289;
0.00712698;5.50715;0.14317;
0.00712798;5.54383;0.144044;
0.00712898;5.58029;0.144913;
0.00712998;5.61653;0.145776;
0.00713098;5.65255;0.146634;
0.00713198;5.68836;0.147486;
0.00713298;5.72394;0.148331;
0.00713398;5.7593;0.149171;
0.00713498;5.79444;0.150005;
0.00713598;5.82935;0.150834;
0.00713698;5.86403;0.151656;
0.00713798;5.89849;0.152472;
0.00713898;5.93271;0.153282;
0.00713998;5.96671;0.154087;
0.00714098;6.00047;0.154885;
0.00714198;6.034;0.155677;
0.00714298;6.06729;0.156462;
0.00714398;6.10035;0.157242;
0.00714498;6.13317;0.158016;
0.00714598;6.16576;0.158783;
0.00714698;6.1981;0.159544;
0.00714798;6.2302;0.160298;
0.00714898;6.26206;0.161047;
0.00714998;6.29367;0.161789;
0.00715098;6.32504;0.162524;
0.00715198;6.35617;0.163253;
0.00715298;6.38704;0.163976;
0.00715398;6.41767;0.164692;
0.00715498;6.44805;0.165402;
0.00715598;6.47817;0.166105;
0.00715698;6.50805;0.166802;
0.00715798;6.53767;0.167492;
0.00715898;6.56704;0.168175;
0.00715998;6.59615;0.168852;
0.00716098;6.625;0.169522;
0.00716198;6.6536;0.170186;
0.00716298;6.68193;0.170842;
0.00716398;6.71001;0.171492;
0.00716498;6.73782;0.172136;
0.00716598;6.76538;0.172772;
0.00716698;6.79267;0.173402;
0.00716798;6.81969;0.174024;
0.00716898;6.84645;0.17464;
0.00716998;6.87294;0.175249;
0.00717098;6.89917;0.175851;
0.00717198;6.92512;0.176446;
0.00717298;6.95081;0.177034;
0.00717398;6.97623;0.177616;
0.00717498;7.00137;0.17819;
0.00717598;7.02624;0.178757;
0.00717698;7.05084;0.179317;
0.00717798;7.07516;0.17987;
0.00717898;7.09921;0.180416;
0.00717998;7.12298;0.180955;
0.00718098;7.14647;0.181486;
0.00718198;7.16969;0.182011;
0.00718298;7.19262;0.182528;
0.00718398;7.21528;0.183038;
0.00718498;7.23765;0.183541;
0.00718598;7.25974;0.184036;
0.00718698;7.28155;0.184525;
0.00718798;7.30308;0.185006;
0.00718898;7.32432;0.18548;
0.00718998;7.34527;0.185946;
0.00719098;7.36594;0.186405;
0.00719198;7.38632;0.186857;
0.00719298;7.40642;0.187301;
0.00719398;7.42622;0.187738;
0.00719498;7.44574;0.188168;
0.00719598;7.46496;0.18859;
0.00719698;7.4839;0.189004;
0.00719798;7.50254;0.189412;
0.00719898;7.52089;0.189811;
0.00719998;7.53895;0.190203;
0.00720098;7.55671;0.190588;
0.00720198;7.57418;0.190965;
0.00720298;7.59135;0.191335;
0.00720398;7.60823;0.191697;
0.00720498;7.62481;0.192052;
0.00720598;7.64109;0.192399;
0.00720698;7.65708;0.192738;
0.00720798;7.67276;0.19307;
0.00720898;7.68815;0.193394;
0.00720998;7.70324;0.19371;
0.00721098;7.71802;0.194019;
0.00721198;7.73251;0.19432;
0.00721298;7.7467;0.194614;
0.00721398;7.76058;0.1949;
0.00721498;7.77416;0.195178;
0.00721598;7.78743;0.195448;
0.00721698;7.80041;0.195711;
0.00721798;7.81307;0.195966;
0.00721898;7.82544;0.196213;
0.00721998;7.8375;0.196453;
0.00722098;7.84925;0.196684;
0.00722198;7.86069;0.196908;
0.00722298;7.87183;0.197125;
0.00722398;7.88267;0.197333;
0.00722498;7.89319;0.197534;
0.00722598;7.90341;0.197727;
0.00722698;7.91331;0.197912;
0.00722798;7.92291;0.198089;
0.00722898;7.9322;0.198258;
0.00722998;7.94118;0.19842;
0.00723098;7.94985;0.198574;
0.00723198;7.95821;0.198719;
0.00723298;7.96626;0.198857;
0.00723398;7.974;0.198988;
0.00723498;7.98143;0.19911;
0.00723598;7.98854;0.199224;
0.00723698;7.99535;0.199331;
0.00723798;8.00184;0.19943;
0.00723898;8.00802;0.199521;
0.00723998;8.01389;0.199604;
0.00724098;8.01944;0.199679;
0.00724198;8.02468;0.199746;
0.00724298;8.02961;0.199805;
0.00724398;8.03422;0.199857;
0.00724498;8.03852;0.199901;
0.00724598;8.0425;0.199936;
0.00724698;8.04618;0.199964;
0.00724798;8.04953;0.199984;
0.00724898;8.05258;0.199996;
0.00724998;8.0553;0.2;
0.00725098;8.05772;0.199996;
0.00725198;8.05982;0.199985;
0.00725298;8.0616;0.199965;
0.00725398;8.06307;0.199937;
0.00725498;8.06422;0.199902;
0.00725598;8.06506;0.199859;
0.00725698;8.06558;0.199808;
0.00725798;8.06579;0.199749;
0.00725898;8.06569;0.199682;
0.00725998;8.06526;0.199607;
0.00726098;8.06453;0.199524;
0.00726198;8.06347;0.199434;
0.00726298;8.06211;0.199335;
0.00726398;8.06042;0.199229;
0.00726498;8.05843;0.199115;
0.00726598;8.05611;0.198993;
0.00726698;8.05348;0.198863;
0.00726798;8.05054;0.198725;
0.00726898;8.04728;0.19858;
0.00726998;8.04371;0.198426;
0.00727098;8.03983;0.198265;
0.00727198;8.03563;0.198096;
0.00727298;8.03111;0.197919;
0.00727398;8.02628;0.197734;
0.00727498;8.02114;0.197542;
0.00727598;8.01568;0.197341;
0.00727698;8.00991;0.197133;
0.00727798;8.00383;0.196917;
0.00727898;7.99743;0.196694;
0.00727998;7.99072;0.196462;
0.00728098;7.9837;0.196223;
0.00728198;7.97637;0.195976;
0.00728298;7.96872;0.195721;
0.00728398;7.96076;0.195459;
0.00728498;7.9525;0.195189;
0.00728598;7.94392;0.194911;
0.00728698;7.93502;0.194626;
0.00728798;7.92582;0.194332;
0.00728898;7.91631;0.194031;
0.00728998;7.90649;0.193723;
0.00729098;7.89636;0.193407;
0.00729198;7.88592;0.193083;
0.00729298;7.87517;0.192751;
0.00729398;7.86412;0.192412;
0.00729498;7.85275;0.192066;
0.00729598;7.84108;0.191712;
0.00729698;7.82911;0.19135;
0.00729798;7.81682;0.19098;
0.00729898;7.80423;0.190604;
0.00729998;7.79134;0.190219;
0.00730098;7.77814;0.189827;
0.00730198;7.76463;0.189428;
0.00730298;7.75082;0.189021;
0.00730398;7.73671;0.188607;
0.00730498;7.7223;0.188185;
0.00730598;7.70758;0.187755;
0.00730698;7.69256;0.187319;
0.00730798;7.67724;0.186875;
0.00730898;7.66162;0.186423;
0.00730998;7.6457;0.185965;
0.00731098;7.62948;0.185498;
0.00731198;7.61297;0.185025;
0.00731298;7.59615;0.184544;
0.00731398;7.57904;0.184056;
0.00731498;7.56163;0.183561;
0.00731598;7.54392;0.183058;
0.00731698;7.52592;0.182549;
0.00731798;7.50763;0.182032;
0.00731898;7.48904;0.181508;
0.00731998;7.47016;0.180976;
0.00732098;7.45098;0.180438;
0.00732198;7.43152;0.179892;
0.00732298;7.41176;0.179339;
0.00732398;7.39171;0.17878;
0.00732498;7.37138;0.178213;
0.00732598;7.35075;0.177639;
0.00732698;7.32984;0.177058;
0.00732798;7.30864;0.17647;
0.00732898;7.28715;0.175875;
0.00732998;7.26538;0.175274;
0.00733098;7.24333;0.174665;
0.00733198;7.22099;0.174049;
0.00733298;7.19837;0.173427;
0.00733398;7.17547;0.172797;
0.00733498;7.15228;0.172161;
0.00733598;7.12882;0.171518;
0.00733698;7.10508;0.170869;
0.00733798;7.08106;0.170212;
0.00733898;7.05676;0.169549;
0.00733998;7.03219;0.168879;
0.00734098;7.00734;0.168203;
0.00734198;6.98222;0.167519;
0.00734298;6.95682;0.16683;
0.00734398;6.93115;0.166133;
0.00734498;6.90521;0.16543;
0.00734598;6.879;0.164721;
0.00734698;6.85253;0.164005;
0.00734798;6.82578;0.163282;
0.00734898;6.79877;0.162554;
0.00734998;6.77149;0.161818;
0.00735098;6.74394;0.161077;
0.00735198;6.71614;0.160329;
0.00735298;6.68807;0.159574;
0.00735398;6.65973;0.158813;
0.00735498;6.63114;0.158047;
0.00735598;6.60229;0.157273;
0.00735698;6.57318;0.156494;
0.00735798;6.54381;0.155708;
0.00735898;6.51419;0.154917;
0.00735998;6.48431;0.154119;
0.00736098;6.45418;0.153315;
0.00736198;6.4238;0.152505;
0.00736298;6.39317;0.151689;
0.00736398;6.36228;0.150867;
0.00736498;6.33115;0.150039;
0.00736598;6.29977;0.149205;
0.00736698;6.26814;0.148365;
0.00736798;6.23627;0.14752;
0.00736898;6.20416;0.146668;
0.00736998;6.1718;0.145811;
0.00737098;6.1392;0.144948;
0.00737198;6.10637;0.144079;
0.00737298;6.07329;0.143205;
0.00737398;6.03998;0.142325;
0.00737498;6.00643;0.141439;
0.00737598;5.97265;0.140548;
0.00737698;5.93863;0.139651;
0.00737798;5.90438;0.138749;
0.00737898;5.8699;0.137841;
0.00737998;5.83519;0.136928;
0.00738098;5.80026;0.136009;
0.00738198;5.7651;0.135085;
0.00738298;5.72971;0.134156;
0.00738398;5.6941;0.133221;
0.00738498;5.65827;0.132281;
0.00738598;5.62221;0.131336;
0.00738698;5.58594;0.130386;
0.00738798;5.54945;0.12943;
0.00738898;5.51275;0.12847;
0.00738998;5.47583;0.127504;
0.00739098;5.43869;0.126534;
0.00739198;5.40135;0.125558;
0.00739298;5.36379;0.124577;
0.00739398;5.32602;0.123592;
0.00739498;5.28805;0.122601;
0.00739598;5.24987;0.121606;
0.00739698;5.21149;0.120606;
0.00739798;5.1729;0.119601;
0.00739898;5.13411;0.118592;
0.00739998;5.09513;0.117578;
0.00740098;5.05594;0.116559;
0.00740198;5.01656;0.115535;
0.00740298;4.97698;0.114507;
0.00740398;4.93721;0.113475;
0.00740498;4.89725;0.112438;
0.00740598;4.8571;0.111396;
0.00740698;4.81676;0.11035;
0.00740798;4.77623;0.1093;
0.00740898;4.73551;0.108246;
0.00740998;4.69461;0.107187;
0.00741098;4.65353;0.106124;
0.00741198;4.61227;0.105056;
0.00741298;4.57083;0.103985;
0.00741398;4.52921;0.10291;
0.00741498;4.48742;0.10183;
0.00741598;4.44545;0.100746;
0.00741698;4.40331;0.0996589;
0.00741798;4.361;0.0985675;
0.00741898;4.31852;0.0974721;
0.00741998;4.27588;0.0963729;
0.00742098;4.23306;0.0952699;
0.00742198;4.19009;0.0941631;
0.00742298;4.14695;0.0930526;
0.00742398;4.10365;0.0919384;
0.00742498;4.06019;0.0908206;
0.00742598;4.01658;0.0896992;
0.00742698;3.97281;0.0885743;
0.00742798;3.92889;0.0874459;
0.00742898;3.88481;0.086314;
0.00742998;3.84059;0.0851787;
0.00743098;3.79621;0.0840401;
0.00743198;3.75169;0.0828981;
0.00743298;3.70703;0.0817529;
0.00743398;3.66222;0.0806044;
0.00743498;3.61727;0.0794528;
0.00743598;3.57218;0.078298;
0.00743698;3.52696;0.0771401;
0.00743798;3.48159;0.0759792;
0.00743898;3.4361;0.0748153;
0.00743998;3.39047;0.0736484;
0.00744098;3.34471;0.0724786;
0.00744198;3.29883;0.071306;
0.00744298;3.25281;0.0701305;
0.00744398;3.20667;0.0689523;
0.00744498;3.16041;0.0677714;
0.00744598;3.11403;0.0665878;
0.00744698;3.06753;0.0654015;
0.00744798;3.02091;0.0642127;
0.00744898;2.97417;0.0630213;
0.00744998;2.92732;0.0618274;
0.00745098;2.88036;0.0606312;
0.00745198;2.83329;0.0594325;
0.00745298;2.78611;0.0582314;
0.00745398;2.73882;0.0570281;
0.00745498;2.69143;0.0558225;
0.00745598;2.64394;0.0546147;
0.00745698;2.59634;0.0534048;
0.00745798;2.54865;0.0521927;
0.00745898;2.50086;0.0509786;
0.00745998;2.45298;0.0497625;
0.00746098;2.405;0.0485444;
0.00746198;2.35693;0.0473244;
0.00746298;2.30877;0.0461025;
0.00746398;2.26052;0.0448788;
0.00746498;2.21219;0.0436533;
0.00746598;2.16377;0.0424261;
0.00746698;2.11528;0.0411973;
0.00746798;2.0667;0.0399668;
0.00746898;2.01804;0.0387347;
0.00746998;1.96931;0.0375011;
0.00747098;1.92051;0.036266;
0.00747198;1.87163;0.0350295;
0.00747298;1.82268;0.0337916;
0.00747398;1.77367;0.0325524;
0.00747498;1.72458;0.0313119;
0.00747598;1.67544;0.0300701;
0.00747698;1.62623;0.0288272;
0.00747798;1.57696;0.0275831;
0.00747898;1.52763;0.0263379;
0.00747998;1.47824;0.0250917;
0.00748098;1.4288;0.0238445;
0.00748198;1.37931;0.0225964;
0.00748298;1.32976;0.0213474;
0.00748398;1.28017;0.0200975;
0.00748498;1.23053;0.0188468;
0.00748598;1.18084;0.0175954;
0.00748698;1.13111;0.0163433;
0.00748798;1.08134;0.0150906;
0.00748898;1.03153;0.0138372;
0.00748998;0.981688;0.0125833;
0.00749098;0.931806;0.011329;
0.00749198;0.881891;0.0100741;
0.00749298;0.831943;0.00881889;
0.00749398;0.781967;0.00756331;
0.00749498;0.731962;0.00630743;
0.00749598;0.681933;0.0050513;
0.00749698;0.631879;0.00379497;
0.00749798;0.581803;0.0025385;
0.00749898;0.531708;0.00128192;
0.00749998;0.481595;2.52893e-05;
0.00750098;0.431466;-0.00123134;
0.00750198;0.381323;-0.00248792;
0.00750298;0.331168;-0.0037444;
0.00750398;0.281003;-0.00500074;
0.00750498;0.230829;-0.00625687;
0.00750598;0.18065;-0.00751277;
0.00750698;0.130467;-0.00876836;
0.00750798;0.0802808;-0.0100236;
0.00750898;0.0300949;-0.0112785;
0.00750998;-0.0200893;-0.0125329;
0.00751098;-0.0702698;-0.0137868;
0.00751198;-0.120445;-0.0150401;
0.00751298;-0.170612;-0.0162929;
0.00751398;-0.220769;-0.017545;
0.00751498;-0.270915;-0.0187965;
0.00751598;-0.321048;-0.0200472;
0.00751698;-0.371165;-0.0212971;
0.00751798;-0.421264;-0.0225461;
0.00751898;-0.471344;-0.0237943;
0.00751998;-0.521402;-0.0250416;
0.00752098;-0.571437;-0.0262878;
0.00752198;-0.621447;-0.027533;
0.00752298;-0.671429;-0.0287771;
0.00752398;-0.721382;-0.0300201;
0.00752498;-0.771303;-0.0312619;
0.00752598;-0.821191;-0.0325025;
0.00752698;-0.871043;-0.0337418;
0.00752798;-0.920858;-0.0349797;
0.00752898;-0.970634;-0.0362163;
0.00752998;-1.02037;-0.0374514;
0.00753098;-1.07006;-0.0386851;
0.00753198;-1.11971;-0.0399172;
0.00753298;-1.1693;-0.0411478;
0.00753398;-1.21885;-0.0423767;
0.00753498;-1.26835;-0.043604;
0.00753598;-1.3178;-0.0448295;
0.00753698;-1.36719;-0.0460533;
0.00753798;-1.41652;-0.0472752;
0.00753898;-1.46579;-0.0484953;
0.00753998;-1.515;-0.0497135;
0.00754098;-1.56415;-0.0509297;
