time;V(Net-_R1-Pad1_);V(Net-_R2-Pad2_);
0.0067573;-0.499475;10.0341;
0.0067583;-0.499321;10.0327;
0.0067593;-0.499147;10.0309;
0.0067603;-0.498954;10.0287;
0.0067613;-0.498741;10.0261;
0.0067623;-0.498508;10.0232;
0.0067633;-0.498256;10.0198;
0.0067643;-0.497984;10.0161;
0.0067653;-0.497692;10.0119;
0.0067663;-0.497381;10.0074;
0.0067673;-0.49705;10.0024;
0.0067683;-0.496699;9.99711;
0.0067693;-0.496329;9.99139;
0.0067703;-0.495939;9.98528;
0.0067713;-0.49553;9.97877;
0.0067723;-0.495101;9.97187;
0.0067733;-0.494653;9.96458;
0.0067743;-0.494185;9.9569;
0.0067753;-0.493697;9.94882;
0.0067763;-0.49319;9.94035;
0.0067773;-0.492664;9.9315;
0.0067783;-0.492118;9.92225;
0.0067793;-0.491553;9.91261;
0.0067803;-0.490968;9.90258;
0.0067813;-0.490364;9.89216;
0.0067823;-0.48974;9.88136;
0.0067833;-0.489097;9.87016;
0.0067843;-0.488435;9.85857;
0.0067853;-0.487754;9.8466;
0.0067863;-0.487053;9.83424;
0.0067873;-0.486333;9.8215;
0.0067883;-0.485594;9.80836;
0.0067893;-0.484836;9.79484;
0.0067903;-0.484059;9.78094;
0.0067913;-0.483262;9.76665;
0.0067923;-0.482446;9.75198;
0.0067933;-0.481612;9.73692;
0.0067943;-0.480758;9.72148;
0.0067953;-0.479886;9.70565;
0.0067963;-0.478994;9.68945;
0.0067973;-0.478083;9.67286;
0.0067983;-0.477154;9.65589;
0.0067993;-0.476206;9.63855;
0.0068003;-0.475239;9.62082;
0.0068013;-0.474253;9.60271;
0.0068023;-0.473249;9.58423;
0.0068033;-0.472226;9.56537;
0.0068043;-0.471184;9.54613;
0.0068053;-0.470123;9.52652;
0.0068063;-0.469044;9.50653;
0.0068073;-0.467947;9.48617;
0.0068083;-0.466831;9.46543;
0.0068093;-0.465696;9.44432;
0.0068103;-0.464544;9.42284;
0.0068113;-0.463373;9.40099;
0.0068123;-0.462183;9.37877;
0.0068133;-0.460976;9.35618;
0.0068143;-0.45975;9.33322;
0.0068153;-0.458506;9.30989;
0.0068163;-0.457244;9.2862;
0.0068173;-0.455963;9.26214;
0.0068183;-0.454665;9.23772;
0.0068193;-0.453349;9.21293;
0.0068203;-0.452015;9.18779;
0.0068213;-0.450663;9.16227;
0.0068223;-0.449294;9.1364;
0.0068233;-0.447906;9.11017;
0.0068243;-0.446501;9.08358;
0.0068253;-0.445079;9.05663;
0.0068263;-0.443638;9.02933;
0.0068273;-0.442181;9.00167;
0.0068283;-0.440705;8.97366;
0.0068293;-0.439213;8.94529;
0.0068303;-0.437703;8.91657;
0.0068313;-0.436176;8.8875;
0.0068323;-0.434631;8.85808;
0.0068333;-0.433069;8.82831;
0.0068343;-0.431491;8.79819;
0.0068353;-0.429895;8.76773;
0.0068363;-0.428282;8.73692;
0.0068373;-0.426653;8.70577;
0.0068383;-0.425006;8.67428;
0.0068393;-0.423343;8.64244;
0.0068403;-0.421663;8.61026;
0.0068413;-0.419966;8.57775;
0.0068423;-0.418253;8.5449;
0.0068433;-0.416523;8.51171;
0.0068443;-0.414777;8.47818;
0.0068453;-0.413015;8.44432;
0.0068463;-0.411236;8.41013;
0.0068473;-0.409441;8.37561;
0.0068483;-0.40763;8.34076;
0.0068493;-0.405802;8.30558;
0.0068503;-0.403959;8.27008;
0.0068513;-0.4021;8.23425;
0.0068523;-0.400225;8.19809;
0.0068533;-0.398334;8.16161;
0.0068543;-0.396427;8.12481;
0.0068553;-0.394505;8.0877;
0.0068563;-0.392567;8.05026;
0.0068573;-0.390613;8.0125;
0.0068583;-0.388644;7.97444;
0.0068593;-0.38666;7.93605;
0.0068603;-0.384661;7.89736;
0.0068613;-0.382646;7.85835;
0.0068623;-0.380616;7.81904;
0.0068633;-0.378572;7.77942;
0.0068643;-0.376512;7.73949;
0.0068653;-0.374437;7.69926;
0.0068663;-0.372348;7.65872;
0.0068673;-0.370244;7.61788;
0.0068683;-0.368125;7.57675;
0.0068693;-0.365992;7.53531;
0.0068703;-0.363845;7.49358;
0.0068713;-0.361683;7.45156;
0.0068723;-0.359506;7.40924;
0.0068733;-0.357316;7.36663;
0.0068743;-0.355111;7.32373;
0.0068753;-0.352893;7.28055;
0.0068763;-0.35066;7.23707;
0.0068773;-0.348414;7.19332;
0.0068783;-0.346154;7.14928;
0.0068793;-0.34388;7.10496;
0.0068803;-0.341592;7.06036;
0.0068813;-0.339291;7.01548;
0.0068823;-0.336977;6.97033;
0.0068833;-0.33465;6.9249;
0.0068843;-0.332309;6.8792;
0.0068853;-0.329955;6.83323;
0.0068863;-0.327588;6.78699;
0.0068873;-0.325208;6.74049;
0.0068883;-0.322816;6.69372;
0.0068893;-0.32041;6.64669;
0.0068903;-0.317992;6.5994;
0.0068913;-0.315561;6.55184;
0.0068923;-0.313118;6.50404;
0.0068933;-0.310663;6.45597;
0.0068943;-0.308195;6.40765;
0.0068953;-0.305715;6.35908;
0.0068963;-0.303223;6.31027;
0.0068973;-0.300719;6.2612;
0.0068983;-0.298204;6.21189;
0.0068993;-0.295676;6.16233;
0.0069003;-0.293137;6.11253;
0.0069013;-0.290586;6.0625;
0.0069023;-0.288024;6.01222;
0.0069033;-0.28545;5.96171;
0.0069043;-0.282865;5.91097;
0.0069053;-0.280269;5.85999;
0.0069063;-0.277662;5.80879;
0.0069073;-0.275044;5.75735;
0.0069083;-0.272415;5.70569;
0.0069093;-0.269775;5.65381;
0.0069103;-0.267125;5.60171;
0.0069113;-0.264464;5.54938;
0.0069123;-0.261792;5.49684;
0.0069133;-0.259111;5.44409;
0.0069143;-0.256419;5.39112;
0.0069153;-0.253717;5.33794;
0.0069163;-0.251005;5.28455;
0.0069173;-0.248283;5.23095;
0.0069183;-0.245551;5.17715;
0.0069193;-0.242809;5.12315;
0.0069203;-0.240058;5.06895;
0.0069213;-0.237298;5.01454;
0.0069223;-0.234528;4.95995;
0.0069233;-0.231749;4.90516;
0.0069243;-0.22896;4.85017;
0.0069253;-0.226163;4.795;
0.0069263;-0.223357;4.73964;
0.0069273;-0.220542;4.68409;
0.0069283;-0.217718;4.62837;
0.0069293;-0.214885;4.57246;
0.0069303;-0.212044;4.51637;
0.0069313;-0.209195;4.46011;
0.0069323;-0.206338;4.40367;
0.0069333;-0.203472;4.34706;
0.0069343;-0.200598;4.29028;
0.0069353;-0.197717;4.23334;
0.0069363;-0.194827;4.17623;
0.0069373;-0.19193;4.11895;
0.0069383;-0.189025;4.06152;
0.0069393;-0.186113;4.00393;
0.0069403;-0.183194;3.94618;
0.0069413;-0.180267;3.88828;
0.0069423;-0.177333;3.83023;
0.0069433;-0.174392;3.77203;
0.0069443;-0.171445;3.71368;
0.0069453;-0.16849;3.65519;
0.0069463;-0.165529;3.59656;
0.0069473;-0.162561;3.53778;
0.0069483;-0.159587;3.47887;
0.0069493;-0.156607;3.41983;
0.0069503;-0.15362;3.36065;
0.0069513;-0.150628;3.30135;
0.0069523;-0.147629;3.24191;
0.0069533;-0.144625;3.18235;
0.0069543;-0.141614;3.12267;
0.0069553;-0.138599;3.06286;
0.0069563;-0.135577;3.00294;
0.0069573;-0.132551;2.94291;
0.0069583;-0.129519;2.88275;
0.0069593;-0.126482;2.82249;
0.0069603;-0.12344;2.76212;
0.0069613;-0.120394;2.70165;
0.0069623;-0.117342;2.64107;
0.0069633;-0.114286;2.58039;
0.0069643;-0.111225;2.51961;
0.0069653;-0.10816;2.45873;
0.0069663;-0.105091;2.39776;
0.0069673;-0.102017;2.3367;
0.0069683;-0.0989399;2.27555;
0.0069693;-0.0958585;2.21431;
0.0069703;-0.0927733;2.15299;
0.0069713;-0.0896845;2.09159;
0.0069723;-0.0865921;2.03011;
0.0069733;-0.0834963;1.96855;
0.0069743;-0.0803972;1.90692;
0.0069753;-0.0772949;1.84521;
0.0069763;-0.0741896;1.78344;
0.0069773;-0.0710813;1.7216;
0.0069783;-0.0679702;1.6597;
0.0069793;-0.0648565;1.59773;
0.0069803;-0.0617402;1.5357;
0.0069813;-0.0586214;1.47362;
0.0069823;-0.0555004;1.41148;
0.0069833;-0.0523771;1.34929;
0.0069843;-0.0492518;1.28705;
0.0069853;-0.0461245;1.22477;
0.0069863;-0.0429954;1.16243;
0.0069873;-0.0398647;1.10006;
0.0069883;-0.0367323;1.03765;
0.0069893;-0.0335985;0.975192;
0.0069903;-0.0304634;0.912703;
0.0069913;-0.027327;0.85018;
0.0069923;-0.0241896;0.787626;
0.0069933;-0.0210512;0.725042;
0.0069943;-0.017912;0.662431;
0.0069953;-0.0147721;0.599795;
0.0069963;-0.0116316;0.537135;
0.0069973;-0.00849068;0.474454;
0.0069983;-0.00534939;0.411754;
0.0069993;-0.0022079;0.349037;
0.0070003;0.000933689;0.286305;
0.0070013;0.00407524;0.223559;
0.0070023;0.00721662;0.160801;
0.0070033;0.0103577;0.0980344;
0.0070043;0.0134984;0.0352603;
0.0070053;0.0166386;-0.027519;
0.0070063;0.0197781;-0.0903013;
0.0070073;0.0229168;-0.153084;
0.0070083;0.0260546;-0.215865;
0.0070093;0.0291914;-0.278643;
0.0070103;0.0323271;-0.341413;
0.0070113;0.0354614;-0.404174;
0.0070123;0.0385944;-0.466923;
0.0070133;0.0417258;-0.529657;
0.0070143;0.0448556;-0.592374;
0.0070153;0.0479836;-0.65507;
0.0070163;0.0511097;-0.717742;
0.0070173;0.0542339;-0.780388;
0.0070183;0.0573558;-0.843004;
0.0070193;0.0604755;-0.905588;
0.0070203;0.0635928;-0.968137;
0.0070213;0.0667076;-1.03065;
0.0070223;0.0698198;-1.09312;
0.0070233;0.0729292;-1.15554;
0.0070243;0.0760358;-1.21792;
0.0070253;0.0791393;-1.28025;
0.0070263;0.0822397;-1.34252;
0.0070273;0.0853369;-1.40474;
0.0070283;0.0884307;-1.4669;
0.0070293;0.091521;-1.52901;
0.0070303;0.0946076;-1.59104;
0.0070313;0.0976906;-1.65302;
0.0070323;0.10077;-1.71492;
0.0070333;0.103845;-1.77675;
0.0070343;0.106916;-1.83851;
0.0070353;0.109983;-1.9002;
0.0070363;0.113045;-1.9618;
0.0070373;0.116103;-2.02332;
0.0070383;0.119156;-2.08476;
0.0070393;0.122205;-2.14612;
0.0070403;0.125249;-2.20738;
0.0070413;0.128288;-2.26856;
0.0070423;0.131322;-2.32964;
0.0070433;0.134351;-2.39063;
0.0070443;0.137374;-2.45152;
0.0070453;0.140392;-2.51231;
0.0070463;0.143404;-2.57299;
0.0070473;0.146411;-2.63357;
0.0070483;0.149412;-2.69405;
0.0070493;0.152407;-2.75441;
0.0070503;0.155396;-2.81466;
0.0070513;0.158379;-2.8748;
0.0070523;0.161356;-2.93482;
0.0070533;0.164326;-2.99472;
0.0070543;0.16729;-3.0545;
0.0070553;0.170247;-3.11416;
0.0070563;0.173198;-3.17369;
0.0070573;0.176141;-3.23309;
0.0070583;0.179078;-3.29236;
0.0070593;0.182008;-3.3515;
0.0070603;0.18493;-3.41051;
0.0070613;0.187845;-3.46937;
0.0070623;0.190753;-3.5281;
0.0070633;0.193653;-3.58668;
0.0070643;0.196546;-3.64512;
0.0070653;0.19943;-3.70342;
0.0070663;0.202307;-3.76156;
0.0070673;0.205176;-3.81956;
0.0070683;0.208037;-3.8774;
0.0070693;0.21089;-3.93508;
0.0070703;0.213734;-3.99261;
0.0070713;0.21657;-4.04997;
0.0070723;0.219397;-4.10718;
0.0070733;0.222216;-4.16422;
0.0070743;0.225026;-4.22109;
0.0070753;0.227827;-4.27779;
0.0070763;0.230619;-4.33433;
0.0070773;0.233402;-4.39069;
0.0070783;0.236175;-4.44687;
0.0070793;0.23894;-4.50287;
0.0070803;0.241695;-4.5587;
0.0070813;0.24444;-4.61434;
0.0070823;0.247176;-4.6698;
0.0070833;0.249902;-4.72507;
0.0070843;0.252618;-4.78016;
0.0070853;0.255324;-4.83505;
0.0070863;0.25802;-4.88975;
0.0070873;0.260706;-4.94425;
0.0070883;0.263381;-4.99856;
0.0070893;0.266047;-5.05267;
0.0070903;0.268701;-5.10658;
0.0070913;0.271345;-5.16028;
0.0070923;0.273979;-5.21378;
0.0070933;0.276601;-5.26706;
0.0070943;0.279213;-5.32014;
0.0070953;0.281813;-5.37301;
0.0070963;0.284403;-5.42566;
0.0070973;0.286981;-5.4781;
0.0070983;0.289548;-5.53032;
0.0070993;0.292104;-5.58232;
0.0071003;0.294647;-5.63409;
0.0071013;0.29718;-5.68565;
0.0071023;0.2997;-5.73697;
0.0071033;0.302209;-5.78807;
0.0071043;0.304706;-5.83894;
0.0071053;0.307191;-5.88957;
0.0071063;0.309663;-5.93997;
0.0071073;0.312124;-5.99014;
0.0071083;0.314572;-6.04006;
0.0071093;0.317008;-6.08975;
0.0071103;0.319431;-6.13919;
0.0071113;0.321841;-6.18839;
0.0071123;0.324239;-6.23735;
0.0071133;0.326624;-6.28605;
0.0071143;0.328997;-6.33451;
0.0071153;0.331356;-6.38271;
0.0071163;0.333702;-6.43066;
0.0071173;0.336035;-6.47836;
0.0071183;0.338354;-6.5258;
0.0071193;0.340661;-6.57298;
0.0071203;0.342954;-6.61989;
0.0071213;0.345233;-6.66655;
0.0071223;0.347499;-6.71294;
0.0071233;0.349751;-6.75906;
0.0071243;0.351989;-6.80492;
0.0071253;0.354213;-6.8505;
0.0071263;0.356423;-6.89582;
0.0071273;0.358619;-6.94086;
0.0071283;0.360802;-6.98562;
0.0071293;0.362969;-7.03011;
0.0071303;0.365123;-7.07431;
0.0071313;0.367262;-7.11824;
0.0071323;0.369386;-7.16189;
0.0071333;0.371496;-7.20525;
0.0071343;0.373592;-7.24832;
0.0071353;0.375672;-7.29111;
0.0071363;0.377738;-7.33361;
0.0071373;0.379789;-7.37581;
0.0071383;0.381825;-7.41773;
0.0071393;0.383845;-7.45935;
0.0071403;0.385851;-7.50068;
0.0071413;0.387841;-7.5417;
0.0071423;0.389817;-7.58243;
0.0071433;0.391776;-7.62286;
0.0071443;0.39372;-7.66298;
0.0071453;0.395649;-7.70281;
0.0071463;0.397562;-7.74232;
0.0071473;0.399459;-7.78153;
0.0071483;0.401341;-7.82043;
0.0071493;0.403207;-7.85903;
0.0071503;0.405057;-7.89731;
0.0071513;0.40689;-7.93527;
0.0071523;0.408708;-7.97292;
0.0071533;0.41051;-8.01026;
0.0071543;0.412295;-8.04728;
0.0071553;0.414064;-8.08398;
0.0071563;0.415817;-8.12036;
0.0071573;0.417554;-8.15642;
0.0071583;0.419273;-8.19215;
0.0071593;0.420977;-8.22757;
0.0071603;0.422664;-8.26265;
0.0071613;0.424334;-8.29741;
0.0071623;0.425987;-8.33184;
0.0071633;0.427623;-8.36593;
0.0071643;0.429243;-8.3997;
0.0071653;0.430846;-8.43314;
0.0071663;0.432431;-8.46624;
0.0071673;0.434;-8.499;
0.0071683;0.435551;-8.53143;
0.0071693;0.437085;-8.56352;
0.0071703;0.438602;-8.59527;
0.0071713;0.440102;-8.62669;
0.0071723;0.441584;-8.65776;
0.0071733;0.443049;-8.68848;
0.0071743;0.444497;-8.71887;
0.0071753;0.445926;-8.7489;
0.0071763;0.447339;-8.7786;
0.0071773;0.448733;-8.80794;
0.0071783;0.45011;-8.83693;
0.0071793;0.451469;-8.86558;
0.0071803;0.45281;-8.89387;
0.0071813;0.454134;-8.92182;
0.0071823;0.455439;-8.9494;
0.0071833;0.456727;-8.97664;
0.0071843;0.457996;-9.00352;
0.0071853;0.459247;-9.03004;
0.0071863;0.460481;-9.05621;
0.0071873;0.461696;-9.08201;
0.0071883;0.462892;-9.10746;
0.0071893;0.464071;-9.13255;
0.0071903;0.465231;-9.15727;
0.0071913;0.466373;-9.18163;
0.0071923;0.467496;-9.20563;
0.0071933;0.468601;-9.22927;
0.0071943;0.469688;-9.25254;
0.0071953;0.470756;-9.27544;
0.0071963;0.471805;-9.29798;
0.0071973;0.472836;-9.32014;
0.0071983;0.473848;-9.34194;
0.0071993;0.474841;-9.36337;
0.0072003;0.475816;-9.38443;
0.0072013;0.476772;-9.40512;
0.0072023;0.477709;-9.42543;
0.0072033;0.478627;-9.44537;
0.0072043;0.479526;-9.46494;
0.0072053;0.480406;-9.48413;
0.0072063;0.481268;-9.50295;
0.0072073;0.48211;-9.52139;
0.0072083;0.482934;-9.53945;
0.0072093;0.483738;-9.55714;
0.0072103;0.484523;-9.57445;
0.0072113;0.485289;-9.59138;
0.0072123;0.486036;-9.60793;
0.0072133;0.486764;-9.6241;
0.0072143;0.487472;-9.63988;
0.0072153;0.488161;-9.65529;
0.0072163;0.488831;-9.67031;
0.0072173;0.489482;-9.68496;
0.0072183;0.490113;-9.69921;
0.0072193;0.490725;-9.71309;
0.0072203;0.491318;-9.72658;
0.0072213;0.491891;-9.73968;
0.0072223;0.492445;-9.7524;
0.0072233;0.492979;-9.76473;
0.0072243;0.493494;-9.77667;
0.0072253;0.493989;-9.78823;
0.0072263;0.494465;-9.7994;
0.0072273;0.494922;-9.81019;
0.0072283;0.495359;-9.82058;
0.0072293;0.495776;-9.83058;
0.0072303;0.496174;-9.8402;
0.0072313;0.496552;-9.84943;
0.0072323;0.49691;-9.85826;
0.0072333;0.497249;-9.86671;
0.0072343;0.497568;-9.87476;
0.0072353;0.497868;-9.88243;
0.0072363;0.498148;-9.8897;
0.0072373;0.498408;-9.89658;
0.0072383;0.498649;-9.90307;
0.0072393;0.49887;-9.90916;
0.0072403;0.499071;-9.91487;
0.0072413;0.499253;-9.92018;
0.0072423;0.499415;-9.92509;
0.0072433;0.499557;-9.92962;
0.0072443;0.499679;-9.93375;
0.0072453;0.499782;-9.93749;
0.0072463;0.499865;-9.94083;
0.0072473;0.499928;-9.94378;
0.0072483;0.499971;-9.94634;
0.0072493;0.499995;-9.9485;
0.0072503;0.499999;-9.95027;
0.0072513;0.499983;-9.95164;
0.0072523;0.499948;-9.95262;
0.0072533;0.499893;-9.9532;
0.0072543;0.499818;-9.95339;
0.0072553;0.499723;-9.95319;
0.0072563;0.499609;-9.95259;
0.0072573;0.499475;-9.95159;
0.0072583;0.499321;-9.95021;
0.0072593;0.499147;-9.94842;
0.0072603;0.498954;-9.94625;
0.0072613;0.498741;-9.94368;
0.0072623;0.498508;-9.94071;
0.0072633;0.498256;-9.93735;
0.0072643;0.497984;-9.9336;
0.0072653;0.497692;-9.92945;
0.0072663;0.497381;-9.92491;
0.0072673;0.49705;-9.91997;
0.0072683;0.496699;-9.91465;
0.0072693;0.496329;-9.90892;
0.0072703;0.495939;-9.90281;
0.0072713;0.49553;-9.8963;
0.0072723;0.495101;-9.8894;
0.0072733;0.494653;-9.88211;
0.0072743;0.494185;-9.87443;
0.0072753;0.493697;-9.86635;
0.0072763;0.49319;-9.85789;
0.0072773;0.492664;-9.84903;
0.0072783;0.492118;-9.83978;
0.0072793;0.491553;-9.83014;
0.0072803;0.490968;-9.82011;
0.0072813;0.490364;-9.8097;
0.0072823;0.48974;-9.79889;
0.0072833;0.489097;-9.78769;
0.0072843;0.488435;-9.77611;
0.0072853;0.487754;-9.76414;
0.0072863;0.487053;-9.75178;
0.0072873;0.486333;-9.73903;
0.0072883;0.485594;-9.7259;
0.0072893;0.484836;-9.71238;
0.0072903;0.484059;-9.69847;
0.0072913;0.483262;-9.68418;
0.0072923;0.482446;-9.66951;
0.0072933;0.481612;-9.65445;
0.0072943;0.480758;-9.63901;
0.0072953;0.479886;-9.62319;
0.0072963;0.478994;-9.60698;
0.0072973;0.478083;-9.5904;
0.0072983;0.477154;-9.57343;
0.0072993;0.476206;-9.55608;
0.0073003;0.475239;-9.53835;
0.0073013;0.474253;-9.52025;
0.0073023;0.473249;-9.50176;
0.0073033;0.472226;-9.4829;
0.0073043;0.471184;-9.46367;
0.0073053;0.470123;-9.44405;
0.0073063;0.469044;-9.42406;
0.0073073;0.467947;-9.4037;
0.0073083;0.466831;-9.38297;
0.0073093;0.465696;-9.36186;
0.0073103;0.464544;-9.34038;
0.0073113;0.463373;-9.31853;
0.0073123;0.462183;-9.29631;
0.0073133;0.460976;-9.27371;
0.0073143;0.45975;-9.25076;
0.0073153;0.458506;-9.22743;
0.0073163;0.457244;-9.20374;
0.0073173;0.455963;-9.17968;
0.0073183;0.454665;-9.15526;
0.0073193;0.453349;-9.13047;
0.0073203;0.452015;-9.10532;
0.0073213;0.450663;-9.07981;
0.0073223;0.449294;-9.05394;
0.0073233;0.447906;-9.02771;
0.0073243;0.446501;-9.00112;
0.0073253;0.445079;-8.97417;
0.0073263;0.443638;-8.94686;
0.0073273;0.442181;-8.91921;
0.0073283;0.440705;-8.89119;
0.0073293;0.439213;-8.86282;
0.0073303;0.437703;-8.8341;
0.0073313;0.436176;-8.80503;
0.0073323;0.434631;-8.77561;
0.0073333;0.433069;-8.74585;
0.0073343;0.431491;-8.71573;
0.0073353;0.429895;-8.68527;
0.0073363;0.428282;-8.65446;
0.0073373;0.426653;-8.62331;
0.0073383;0.425006;-8.59181;
0.0073393;0.423343;-8.55998;
0.0073403;0.421663;-8.5278;
0.0073413;0.419966;-8.49528;
0.0073423;0.418253;-8.46243;
0.0073433;0.416523;-8.42924;
0.0073443;0.414777;-8.39572;
0.0073453;0.413015;-8.36186;
0.0073463;0.411236;-8.32767;
0.0073473;0.409441;-8.29315;
0.0073483;0.40763;-8.2583;
0.0073493;0.405802;-8.22312;
0.0073503;0.403959;-8.18761;
0.0073513;0.4021;-8.15178;
0.0073523;0.400225;-8.11563;
0.0073533;0.398334;-8.07915;
0.0073543;0.396427;-8.04235;
0.0073553;0.394505;-8.00523;
0.0073563;0.392567;-7.9678;
0.0073573;0.390613;-7.93004;
0.0073583;0.388644;-7.89197;
0.0073593;0.38666;-7.85359;
0.0073603;0.384661;-7.8149;
0.0073613;0.382646;-7.77589;
0.0073623;0.380616;-7.73658;
0.0073633;0.378572;-7.69695;
0.0073643;0.376512;-7.65703;
0.0073653;0.374437;-7.61679;
0.0073663;0.372348;-7.57626;
0.0073673;0.370244;-7.53542;
0.0073683;0.368125;-7.49429;
0.0073693;0.365992;-7.45285;
0.0073703;0.363845;-7.41112;
0.0073713;0.361683;-7.3691;
0.0073723;0.359506;-7.32678;
0.0073733;0.357316;-7.28417;
0.0073743;0.355111;-7.24127;
0.0073753;0.352893;-7.19809;
0.0073763;0.35066;-7.15461;
0.0073773;0.348414;-7.11086;
0.0073783;0.346154;-7.06682;
0.0073793;0.34388;-7.0225;
0.0073803;0.341592;-6.9779;
0.0073813;0.339291;-6.93302;
0.0073823;0.336977;-6.88787;
0.0073833;0.33465;-6.84244;
0.0073843;0.332309;-6.79674;
0.0073853;0.329955;-6.75077;
0.0073863;0.327588;-6.70453;
0.0073873;0.325208;-6.65803;
0.0073883;0.322816;-6.61126;
0.0073893;0.32041;-6.56423;
0.0073903;0.317992;-6.51694;
0.0073913;0.315561;-6.46938;
0.0073923;0.313118;-6.42158;
0.0073933;0.310663;-6.37351;
0.0073943;0.308195;-6.32519;
0.0073953;0.305715;-6.27663;
0.0073963;0.303223;-6.22781;
0.0073973;0.300719;-6.17874;
0.0073983;0.298204;-6.12943;
0.0073993;0.295676;-6.07987;
0.0074003;0.293137;-6.03008;
0.0074013;0.290586;-5.98004;
0.0074023;0.288024;-5.92976;
0.0074033;0.28545;-5.87925;
0.0074043;0.282865;-5.82851;
0.0074053;0.280269;-5.77753;
0.0074063;0.277662;-5.72633;
0.0074073;0.275044;-5.6749;
0.0074083;0.272415;-5.62324;
0.0074093;0.269775;-5.57135;
0.0074103;0.267125;-5.51925;
0.0074113;0.264464;-5.46693;
0.0074123;0.261792;-5.41439;
0.0074133;0.259111;-5.36163;
0.0074143;0.256419;-5.30866;
0.0074153;0.253717;-5.25548;
0.0074163;0.251005;-5.20209;
0.0074173;0.248283;-5.1485;
0.0074183;0.245551;-5.0947;
0.0074193;0.242809;-5.0407;
0.0074203;0.240058;-4.98649;
0.0074213;0.237298;-4.93209;
0.0074223;0.234528;-4.87749;
0.0074233;0.231749;-4.8227;
0.0074243;0.22896;-4.76772;
0.0074253;0.226163;-4.71255;
0.0074263;0.223357;-4.65719;
0.0074273;0.220542;-4.60164;
0.0074283;0.217718;-4.54592;
0.0074293;0.214885;-4.49001;
0.0074303;0.212044;-4.43392;
0.0074313;0.209195;-4.37766;
0.0074323;0.206338;-4.32122;
0.0074333;0.203472;-4.26461;
0.0074343;0.200598;-4.20783;
0.0074353;0.197717;-4.15089;
0.0074363;0.194827;-4.09378;
0.0074373;0.19193;-4.03651;
0.0074383;0.189025;-3.97907;
0.0074393;0.186113;-3.92148;
0.0074403;0.183194;-3.86374;
0.0074413;0.180267;-3.80584;
0.0074423;0.177333;-3.74778;
0.0074433;0.174392;-3.68958;
0.0074443;0.171445;-3.63124;
0.0074453;0.16849;-3.57275;
0.0074463;0.165529;-3.51411;
0.0074473;0.162561;-3.45534;
0.0074483;0.159587;-3.39643;
0.0074493;0.156607;-3.33739;
0.0074503;0.15362;-3.27821;
0.0074513;0.150628;-3.21891;
0.0074523;0.147629;-3.15947;
0.0074533;0.144625;-3.09991;
0.0074543;0.141614;-3.04023;
0.0074553;0.138599;-2.98043;
0.0074563;0.135577;-2.92051;
0.0074573;0.132551;-2.86047;
0.0074583;0.129519;-2.80032;
0.0074593;0.126482;-2.74006;
0.0074603;0.12344;-2.67969;
0.0074613;0.120394;-2.61922;
0.0074623;0.117342;-2.55864;
0.0074633;0.114286;-2.49796;
0.0074643;0.111225;-2.43718;
0.0074653;0.10816;-2.37631;
0.0074663;0.105091;-2.31534;
0.0074673;0.102017;-2.25428;
0.0074683;0.0989399;-2.19313;
0.0074693;0.0958585;-2.1319;
0.0074703;0.0927733;-2.07058;
0.0074713;0.0896845;-2.00918;
0.0074723;0.0865921;-1.9477;
0.0074733;0.0834963;-1.88614;
0.0074743;0.0803972;-1.82451;
0.0074753;0.0772949;-1.76281;
0.0074763;0.0741896;-1.70104;
0.0074773;0.0710813;-1.6392;
0.0074783;0.0679702;-1.57729;
0.0074793;0.0648565;-1.51533;
0.0074803;0.0617402;-1.45331;
0.0074813;0.0586214;-1.39122;
0.0074823;0.0555004;-1.32909;
0.0074833;0.0523771;-1.2669;
0.0074843;0.0492518;-1.20466;
0.0074853;0.0461245;-1.14238;
0.0074863;0.0429954;-1.08005;
0.0074873;0.0398647;-1.01767;
0.0074883;0.0367323;-0.955258;
0.0074893;0.0335985;-0.892805;
0.0074903;0.0304634;-0.830316;
0.0074913;0.027327;-0.767793;
0.0074923;0.0241896;-0.705238;
0.0074933;0.0210512;-0.642653;
0.0074943;0.017912;-0.58004;
0.0074953;0.0147721;-0.517401;
0.0074963;0.0116316;-0.454739;
0.0074973;0.00849068;-0.392055;
0.0074983;0.00534939;-0.32935;
0.0074993;0.0022079;-0.266628;
0.0075003;-0.000933689;-0.20389;
0.0075013;-0.00407524;-0.141138;
0.0075023;-0.00721662;-0.0783742;
0.0075033;-0.0103577;-0.0156003;
0.0075043;-0.0134984;0.0471814;
0.0075053;-0.0166386;0.109969;
0.0075063;-0.0197781;0.172759;
0.0075073;-0.0229168;0.23555;
0.0075083;-0.0260546;0.29834;
0.0075093;-0.0291914;0.361125;
0.0075103;-0.0323271;0.423903;
0.0075113;-0.0354614;0.486672;
0.0075123;-0.0385944;0.549428;
0.0075133;-0.0417258;0.612169;
0.0075143;-0.0448556;0.674892;
0.0075153;-0.0479836;0.737593;
0.0075163;-0.0511097;0.80027;
0.0075173;-0.0542339;0.862921;
0.0075183;-0.0573558;0.925541;
0.0075193;-0.0604755;0.988128;
0.0075203;-0.0635928;1.05068;
0.0075213;-0.0667076;1.11319;
0.0075223;-0.0698198;1.17566;
0.0075233;-0.0729292;1.23809;
0.0075243;-0.0760358;1.30047;
0.0075253;-0.0791393;1.36279;
