time;V(Net-_R1-Pad1_);V(Net-_R2-Pad2_);
0.0075263;-0.0822397;1.42507;
0.0075273;-0.0853369;1.48729;
0.0075283;-0.0884307;1.54945;
0.0075293;-0.091521;1.61155;
0.0075303;-0.0946076;1.67359;
0.0075313;-0.0976906;1.73556;
0.0075323;-0.10077;1.79746;
0.0075333;-0.103845;1.85929;
0.0075343;-0.106916;1.92105;
0.0075353;-0.109983;1.98273;
0.0075363;-0.113045;2.04434;
0.0075373;-0.116103;2.10586;
0.0075383;-0.119156;2.1673;
0.0075393;-0.122205;2.22865;
0.0075403;-0.125249;2.28991;
0.0075413;-0.128288;2.35109;
0.0075423;-0.131322;2.41217;
0.0075433;-0.134351;2.47315;
0.0075443;-0.137374;2.53404;
0.0075453;-0.140392;2.59483;
0.0075463;-0.143404;2.65551;
0.0075473;-0.146411;2.71609;
0.0075483;-0.149412;2.77656;
0.0075493;-0.152407;2.83692;
0.0075503;-0.155396;2.89718;
0.0075513;-0.158379;2.95731;
0.0075523;-0.161356;3.01733;
0.0075533;-0.164326;3.07723;
0.0075543;-0.16729;3.13701;
0.0075553;-0.170247;3.19667;
0.0075563;-0.173198;3.2562;
0.0075573;-0.176141;3.3156;
0.0075583;-0.179078;3.37487;
0.0075593;-0.182008;3.43401;
0.0075603;-0.18493;3.49301;
0.0075613;-0.187845;3.55187;
0.0075623;-0.190753;3.6106;
0.0075633;-0.193653;3.66918;
0.0075643;-0.196546;3.72762;
0.0075653;-0.19943;3.78592;
0.0075663;-0.202307;3.84406;
0.0075673;-0.205176;3.90205;
0.0075683;-0.208037;3.95989;
0.0075693;-0.21089;4.01758;
0.0075703;-0.213734;4.0751;
0.0075713;-0.21657;4.13247;
0.0075723;-0.219397;4.18967;
0.0075733;-0.222216;4.24671;
0.0075743;-0.225026;4.30358;
0.0075753;-0.227827;4.36029;
0.0075763;-0.230619;4.41682;
0.0075773;-0.233402;4.47318;
0.0075783;-0.236175;4.52936;
0.0075793;-0.23894;4.58536;
0.0075803;-0.241695;4.64119;
0.0075813;-0.24444;4.69683;
0.0075823;-0.247176;4.75229;
0.0075833;-0.249902;4.80756;
0.0075843;-0.252618;4.86264;
0.0075853;-0.255324;4.91754;
0.0075863;-0.25802;4.97224;
0.0075873;-0.260706;5.02674;
0.0075883;-0.263381;5.08105;
0.0075893;-0.266047;5.13515;
0.0075903;-0.268701;5.18906;
0.0075913;-0.271345;5.24276;
0.0075923;-0.273979;5.29626;
0.0075933;-0.276601;5.34955;
0.0075943;-0.279213;5.40263;
0.0075953;-0.281813;5.45549;
0.0075963;-0.284403;5.50815;
0.0075973;-0.286981;5.56058;
0.0075983;-0.289548;5.6128;
0.0075993;-0.292104;5.6648;
0.0076003;-0.294647;5.71658;
0.0076013;-0.29718;5.76813;
0.0076023;-0.2997;5.81945;
0.0076033;-0.302209;5.87055;
0.0076043;-0.304706;5.92142;
0.0076053;-0.307191;5.97205;
0.0076063;-0.309663;6.02245;
0.0076073;-0.312124;6.07262;
0.0076083;-0.314572;6.12254;
0.0076093;-0.317008;6.17223;
0.0076103;-0.319431;6.22167;
0.0076113;-0.321841;6.27087;
0.0076123;-0.324239;6.31982;
0.0076133;-0.326624;6.36853;
0.0076143;-0.328997;6.41699;
0.0076153;-0.331356;6.46519;
0.0076163;-0.333702;6.51314;
0.0076173;-0.336035;6.56084;
0.0076183;-0.338354;6.60827;
0.0076193;-0.340661;6.65545;
0.0076203;-0.342954;6.70237;
0.0076213;-0.345233;6.74902;
0.0076223;-0.347499;6.79541;
0.0076233;-0.349751;6.84154;
0.0076243;-0.351989;6.88739;
0.0076253;-0.354213;6.93298;
0.0076263;-0.356423;6.97829;
0.0076273;-0.358619;7.02333;
0.0076283;-0.360802;7.06809;
0.0076293;-0.362969;7.11258;
0.0076303;-0.365123;7.15679;
0.0076313;-0.367262;7.20072;
0.0076323;-0.369386;7.24436;
0.0076333;-0.371496;7.28772;
0.0076343;-0.373592;7.3308;
0.0076353;-0.375672;7.37358;
0.0076363;-0.377738;7.41608;
0.0076373;-0.379789;7.45829;
0.0076383;-0.381825;7.5002;
0.0076393;-0.383845;7.54182;
0.0076403;-0.385851;7.58315;
0.0076413;-0.387841;7.62418;
0.0076423;-0.389817;7.6649;
0.0076433;-0.391776;7.70533;
0.0076443;-0.39372;7.74546;
0.0076453;-0.395649;7.78528;
0.0076463;-0.397562;7.8248;
0.0076473;-0.399459;7.86401;
0.0076483;-0.401341;7.90291;
0.0076493;-0.403207;7.9415;
0.0076503;-0.405057;7.97978;
0.0076513;-0.40689;8.01774;
0.0076523;-0.408708;8.0554;
0.0076533;-0.41051;8.09273;
0.0076543;-0.412295;8.12975;
0.0076553;-0.414064;8.16645;
0.0076563;-0.415817;8.20283;
0.0076573;-0.417554;8.23889;
0.0076583;-0.419273;8.27463;
0.0076593;-0.420977;8.31004;
0.0076603;-0.422664;8.34512;
0.0076613;-0.424334;8.37988;
0.0076623;-0.425987;8.41431;
0.0076633;-0.427623;8.44841;
0.0076643;-0.429243;8.48217;
0.0076653;-0.430846;8.51561;
0.0076663;-0.432431;8.54871;
0.0076673;-0.434;8.58147;
0.0076683;-0.435551;8.6139;
0.0076693;-0.437085;8.64599;
0.0076703;-0.438602;8.67775;
0.0076713;-0.440102;8.70916;
0.0076723;-0.441584;8.74023;
0.0076733;-0.443049;8.77095;
0.0076743;-0.444497;8.80134;
0.0076753;-0.445926;8.83137;
0.0076763;-0.447339;8.86107;
0.0076773;-0.448733;8.89041;
0.0076783;-0.45011;8.9194;
0.0076793;-0.451469;8.94805;
0.0076803;-0.45281;8.97634;
0.0076813;-0.454134;9.00429;
0.0076823;-0.455439;9.03187;
0.0076833;-0.456727;9.05911;
0.0076843;-0.457996;9.08599;
0.0076853;-0.459247;9.11251;
0.0076863;-0.460481;9.13868;
0.0076873;-0.461696;9.16448;
0.0076883;-0.462892;9.18993;
0.0076893;-0.464071;9.21502;
0.0076903;-0.465231;9.23974;
0.0076913;-0.466373;9.2641;
0.0076923;-0.467496;9.2881;
0.0076933;-0.468601;9.31174;
0.0076943;-0.469688;9.33501;
0.0076953;-0.470756;9.35791;
0.0076963;-0.471805;9.38045;
0.0076973;-0.472836;9.40261;
0.0076983;-0.473848;9.42441;
0.0076993;-0.474841;9.44584;
0.0077003;-0.475816;9.4669;
0.0077013;-0.476772;9.48759;
0.0077023;-0.477709;9.5079;
0.0077033;-0.478627;9.52784;
0.0077043;-0.479526;9.54741;
0.0077053;-0.480406;9.5666;
0.0077063;-0.481268;9.58542;
0.0077073;-0.48211;9.60386;
0.0077083;-0.482934;9.62192;
0.0077093;-0.483738;9.63961;
0.0077103;-0.484523;9.65692;
0.0077113;-0.485289;9.67385;
0.0077123;-0.486036;9.6904;
0.0077133;-0.486764;9.70656;
0.0077143;-0.487472;9.72235;
0.0077153;-0.488161;9.73776;
0.0077163;-0.488831;9.75278;
0.0077173;-0.489482;9.76742;
0.0077183;-0.490113;9.78168;
0.0077193;-0.490725;9.79555;
0.0077203;-0.491318;9.80904;
0.0077213;-0.491891;9.82215;
0.0077223;-0.492445;9.83487;
0.0077233;-0.492979;9.8472;
0.0077243;-0.493494;9.85914;
0.0077253;-0.493989;9.8707;
0.0077263;-0.494465;9.88187;
0.0077273;-0.494922;9.89265;
0.0077283;-0.495359;9.90305;
0.0077293;-0.495776;9.91305;
0.0077303;-0.496174;9.92267;
0.0077313;-0.496552;9.93189;
0.0077323;-0.49691;9.94073;
0.0077333;-0.497249;9.94918;
0.0077343;-0.497568;9.95723;
0.0077353;-0.497868;9.96489;
0.0077363;-0.498148;9.97217;
0.0077373;-0.498408;9.97905;
0.0077383;-0.498649;9.98553;
0.0077393;-0.49887;9.99163;
0.0077403;-0.499071;9.99733;
0.0077413;-0.499253;10.0026;
0.0077423;-0.499415;10.0076;
0.0077433;-0.499557;10.0121;
0.0077443;-0.499679;10.0162;
0.0077453;-0.499782;10.02;
0.0077463;-0.499865;10.0233;
0.0077473;-0.499928;10.0262;
0.0077483;-0.499971;10.0288;
0.0077493;-0.499995;10.031;
0.0077503;-0.499999;10.0327;
0.0077513;-0.499983;10.0341;
0.0077523;-0.499948;10.0351;
0.0077533;-0.499893;10.0357;
0.0077543;-0.499818;10.0359;
0.0077553;-0.499723;10.0357;
0.0077563;-0.499609;10.0351;
0.0077573;-0.499475;10.0341;
0.0077583;-0.499321;10.0327;
0.0077593;-0.499147;10.0309;
0.0077603;-0.498954;10.0287;
0.0077613;-0.498741;10.0261;
0.0077623;-0.498508;10.0232;
0.0077633;-0.498256;10.0198;
0.0077643;-0.497984;10.0161;
0.0077653;-0.497692;10.0119;
0.0077663;-0.497381;10.0074;
0.0077673;-0.49705;10.0024;
0.0077683;-0.496699;9.99711;
0.0077693;-0.496329;9.99139;
0.0077703;-0.495939;9.98528;
0.0077713;-0.49553;9.97877;
0.0077723;-0.495101;9.97187;
0.0077733;-0.494653;9.96458;
0.0077743;-0.494185;9.9569;
0.0077753;-0.493697;9.94882;
0.0077763;-0.49319;9.94035;
0.0077773;-0.492664;9.9315;
0.0077783;-0.492118;9.92225;
0.0077793;-0.491553;9.91261;
0.0077803;-0.490968;9.90258;
0.0077813;-0.490364;9.89216;
0.0077823;-0.48974;9.88136;
0.0077833;-0.489097;9.87016;
0.0077843;-0.488435;9.85857;
0.0077853;-0.487754;9.8466;
0.0077863;-0.487053;9.83424;
0.0077873;-0.486333;9.8215;
0.0077883;-0.485594;9.80836;
0.0077893;-0.484836;9.79484;
0.0077903;-0.484059;9.78094;
0.0077913;-0.483262;9.76665;
0.0077923;-0.482446;9.75198;
0.0077933;-0.481612;9.73692;
0.0077943;-0.480758;9.72148;
0.0077953;-0.479886;9.70565;
0.0077963;-0.478994;9.68945;
0.0077973;-0.478083;9.67286;
0.0077983;-0.477154;9.65589;
0.0077993;-0.476206;9.63855;
0.0078003;-0.475239;9.62082;
0.0078013;-0.474253;9.60271;
0.0078023;-0.473249;9.58423;
0.0078033;-0.472226;9.56537;
0.0078043;-0.471184;9.54613;
0.0078053;-0.470123;9.52652;
0.0078063;-0.469044;9.50653;
0.0078073;-0.467947;9.48617;
0.0078083;-0.466831;9.46543;
0.0078093;-0.465696;9.44432;
0.0078103;-0.464544;9.42284;
0.0078113;-0.463373;9.40099;
0.0078123;-0.462183;9.37877;
0.0078133;-0.460976;9.35618;
0.0078143;-0.45975;9.33322;
0.0078153;-0.458506;9.30989;
0.0078163;-0.457244;9.2862;
0.0078173;-0.455963;9.26214;
0.0078183;-0.454665;9.23772;
0.0078193;-0.453349;9.21293;
0.0078203;-0.452015;9.18779;
0.0078213;-0.450663;9.16227;
0.0078223;-0.449294;9.1364;
0.0078233;-0.447906;9.11017;
0.0078243;-0.446501;9.08358;
0.0078253;-0.445079;9.05663;
0.0078263;-0.443638;9.02933;
0.0078273;-0.442181;9.00167;
0.0078283;-0.440705;8.97366;
0.0078293;-0.439213;8.94529;
0.0078303;-0.437703;8.91657;
0.0078313;-0.436176;8.8875;
0.0078323;-0.434631;8.85808;
0.0078333;-0.433069;8.82831;
0.0078343;-0.431491;8.79819;
0.0078353;-0.429895;8.76773;
0.0078363;-0.428282;8.73692;
0.0078373;-0.426653;8.70577;
0.0078383;-0.425006;8.67428;
0.0078393;-0.423343;8.64244;
0.0078403;-0.421663;8.61026;
0.0078413;-0.419966;8.57775;
0.0078423;-0.418253;8.5449;
0.0078433;-0.416523;8.51171;
0.0078443;-0.414777;8.47818;
0.0078453;-0.413015;8.44432;
0.0078463;-0.411236;8.41013;
0.0078473;-0.409441;8.37561;
0.0078483;-0.40763;8.34076;
0.0078493;-0.405802;8.30558;
0.0078503;-0.403959;8.27008;
0.0078513;-0.4021;8.23425;
0.0078523;-0.400225;8.19809;
0.0078533;-0.398334;8.16161;
0.0078543;-0.396427;8.12481;
0.0078553;-0.394505;8.0877;
0.0078563;-0.392567;8.05026;
0.0078573;-0.390613;8.0125;
0.0078583;-0.388644;7.97444;
0.0078593;-0.38666;7.93605;
0.0078603;-0.384661;7.89736;
0.0078613;-0.382646;7.85835;
0.0078623;-0.380616;7.81904;
0.0078633;-0.378572;7.77942;
0.0078643;-0.376512;7.73949;
0.0078653;-0.374437;7.69926;
0.0078663;-0.372348;7.65872;
0.0078673;-0.370244;7.61788;
0.0078683;-0.368125;7.57675;
0.0078693;-0.365992;7.53531;
0.0078703;-0.363845;7.49358;
0.0078713;-0.361683;7.45156;
0.0078723;-0.359506;7.40924;
0.0078733;-0.357316;7.36663;
0.0078743;-0.355111;7.32373;
0.0078753;-0.352893;7.28055;
0.0078763;-0.35066;7.23707;
0.0078773;-0.348414;7.19332;
0.0078783;-0.346154;7.14928;
0.0078793;-0.34388;7.10496;
0.0078803;-0.341592;7.06036;
0.0078813;-0.339291;7.01548;
0.0078823;-0.336977;6.97033;
0.0078833;-0.33465;6.9249;
0.0078843;-0.332309;6.8792;
0.0078853;-0.329955;6.83323;
0.0078863;-0.327588;6.78699;
0.0078873;-0.325208;6.74049;
0.0078883;-0.322816;6.69372;
0.0078893;-0.32041;6.64669;
0.0078903;-0.317992;6.5994;
0.0078913;-0.315561;6.55184;
0.0078923;-0.313118;6.50404;
0.0078933;-0.310663;6.45597;
0.0078943;-0.308195;6.40765;
0.0078953;-0.305715;6.35908;
0.0078963;-0.303223;6.31027;
0.0078973;-0.300719;6.2612;
0.0078983;-0.298204;6.21189;
0.0078993;-0.295676;6.16233;
0.0079003;-0.293137;6.11253;
0.0079013;-0.290586;6.0625;
0.0079023;-0.288024;6.01222;
0.0079033;-0.28545;5.96171;
0.0079043;-0.282865;5.91097;
0.0079053;-0.280269;5.85999;
0.0079063;-0.277662;5.80879;
0.0079073;-0.275044;5.75735;
0.0079083;-0.272415;5.70569;
0.0079093;-0.269775;5.65381;
0.0079103;-0.267125;5.60171;
0.0079113;-0.264464;5.54938;
0.0079123;-0.261792;5.49684;
0.0079133;-0.259111;5.44409;
0.0079143;-0.256419;5.39112;
0.0079153;-0.253717;5.33794;
0.0079163;-0.251005;5.28455;
0.0079173;-0.248283;5.23095;
0.0079183;-0.245551;5.17715;
0.0079193;-0.242809;5.12315;
0.0079203;-0.240058;5.06895;
0.0079213;-0.237298;5.01454;
0.0079223;-0.234528;4.95995;
0.0079233;-0.231749;4.90516;
0.0079243;-0.22896;4.85017;
0.0079253;-0.226163;4.795;
0.0079263;-0.223357;4.73964;
0.0079273;-0.220542;4.68409;
0.0079283;-0.217718;4.62837;
0.0079293;-0.214885;4.57246;
0.0079303;-0.212044;4.51637;
0.0079313;-0.209195;4.46011;
0.0079323;-0.206338;4.40367;
0.0079333;-0.203472;4.34706;
0.0079343;-0.200598;4.29028;
0.0079353;-0.197717;4.23334;
0.0079363;-0.194827;4.17623;
0.0079373;-0.19193;4.11895;
0.0079383;-0.189025;4.06152;
0.0079393;-0.186113;4.00393;
0.0079403;-0.183194;3.94618;
0.0079413;-0.180267;3.88828;
0.0079423;-0.177333;3.83023;
0.0079433;-0.174392;3.77203;
0.0079443;-0.171445;3.71368;
0.0079453;-0.16849;3.65519;
0.0079463;-0.165529;3.59656;
0.0079473;-0.162561;3.53778;
0.0079483;-0.159587;3.47887;
0.0079493;-0.156607;3.41983;
0.0079503;-0.15362;3.36065;
0.0079513;-0.150628;3.30135;
0.0079523;-0.147629;3.24191;
0.0079533;-0.144625;3.18235;
0.0079543;-0.141614;3.12267;
0.0079553;-0.138599;3.06286;
0.0079563;-0.135577;3.00294;
0.0079573;-0.132551;2.94291;
0.0079583;-0.129519;2.88275;
0.0079593;-0.126482;2.82249;
0.0079603;-0.12344;2.76212;
0.0079613;-0.120394;2.70165;
0.0079623;-0.117342;2.64107;
0.0079633;-0.114286;2.58039;
0.0079643;-0.111225;2.51961;
0.0079653;-0.10816;2.45873;
0.0079663;-0.105091;2.39776;
0.0079673;-0.102017;2.3367;
0.0079683;-0.0989399;2.27555;
0.0079693;-0.0958585;2.21431;
0.0079703;-0.0927733;2.15299;
0.0079713;-0.0896845;2.09159;
0.0079723;-0.0865921;2.03011;
0.0079733;-0.0834963;1.96855;
0.0079743;-0.0803972;1.90692;
0.0079753;-0.0772949;1.84521;
0.0079763;-0.0741896;1.78344;
0.0079773;-0.0710813;1.7216;
0.0079783;-0.0679702;1.6597;
0.0079793;-0.0648565;1.59773;
0.0079803;-0.0617402;1.5357;
0.0079813;-0.0586214;1.47362;
0.0079823;-0.0555004;1.41148;
0.0079833;-0.0523771;1.34929;
0.0079843;-0.0492518;1.28705;
0.0079853;-0.0461245;1.22477;
0.0079863;-0.0429954;1.16243;
0.0079873;-0.0398647;1.10006;
0.0079883;-0.0367323;1.03765;
0.0079893;-0.0335985;0.975192;
0.0079903;-0.0304634;0.912703;
0.0079913;-0.027327;0.85018;
0.0079923;-0.0241896;0.787626;
0.0079933;-0.0210512;0.725042;
0.0079943;-0.017912;0.662431;
0.0079953;-0.0147721;0.599795;
0.0079963;-0.0116316;0.537135;
0.0079973;-0.00849068;0.474454;
0.0079983;-0.00534939;0.411754;
0.0079993;-0.0022079;0.349037;
0.008;-9.79717e-16;0.30495;
